user_id,ga_client_id,first_visit_ts,last_active_ts,loyalty_tier,channel,acquisition_date,cac,utm_source,signup_method,signed_up,gender,age_group
user_002932,db6db69c-d991-417d-9ded-f57d7ddeac2d,2024-12-17 00:27:44,2025-01-14 00:27:44,Silver,Referral,2024-12-17,13.04,facebook,SNS,True,female,35-44
user_002933,c258439d-7918-402f-b44f-69f0c616e1c7,2024-12-30 13:02:16,2025-01-25 13:02:16,Silver,SNS,2024-12-30,26.4,google,SNS,False,male,18-24
user_002934,2f3e30cf-5f64-44bc-a520-967bc847badb,2025-02-09 00:56:48,2025-04-12 00:56:48,VIP,Organic,2025-02-09,11.98,facebook,Email,True,male,45-54
user_002935,f5cd4f3a-ca29-4108-ae44-e9f6eb9ef518,2025-01-01 21:16:27,2025-03-03 21:16:27,Silver,Referral,2025-01-01,26.47,youtube,Email,True,male,45-54
user_002936,65c36757-a6b3-48b9-8bd8-009bbe74bef9,2025-02-19 17:44:02,2025-03-26 17:44:02,Gold,Google Ads,2025-02-19,24.08,youtube,SNS,True,male,35-44
user_002937,bb3e639c-83aa-4410-8176-aa089e6982dc,2024-12-16 00:24:23,2025-02-27 00:24:23,Gold,Email,2024-12-16,21.35,facebook,Email,False,female,45-54
user_002938,cf988882-c56b-4919-8aad-eb334d6243b7,2024-12-06 13:38:10,2025-02-16 13:38:10,Gold,Referral,2024-12-06,21.96,youtube,SNS,True,male,25-34
user_002939,77585add-60aa-4dee-a496-593eb26910ea,2025-02-16 01:26:52,2025-04-17 01:26:52,VIP,Google Ads,2025-02-16,14.32,google,SNS,True,female,45-54
user_002940,b2aeba56-016f-48fc-8d02-49c2929cb607,2025-02-04 01:15:53,2025-03-29 01:15:53,VIP,SNS,2025-02-04,37.64,newsletter,SNS,True,male,25-34
user_002941,896dc187-d9bb-4ace-a2e9-3fcedce9f16e,2025-02-06 08:22:00,2025-03-21 08:22:00,Silver,SNS,2025-02-06,46.94,instagram,Email,False,male,35-44
user_002942,9f74d34d-67a6-4e42-9c7d-8bcb628320da,2025-01-07 18:56:15,2025-01-23 18:56:15,VIP,Referral,2025-01-07,48.03,instagram,SNS,False,male,18-24
user_002943,9f681a92-5ad1-4480-9c52-546d5828b23f,2025-02-23 13:55:21,2025-04-15 13:55:21,VIP,SNS,2025-02-23,28.28,facebook,SNS,False,female,35-44
user_002944,9be099fd-7be4-406d-a756-1da4974ae69a,2024-12-24 08:00:29,2025-02-07 08:00:29,VIP,Organic,2024-12-24,35.92,facebook,SNS,False,male,25-34
user_002945,566af1f7-4fe9-43ee-9b36-e36798d4be25,2025-02-26 18:45:31,2025-04-16 18:45:31,Silver,Organic,2025-02-26,15.83,instagram,Email,False,female,18-24
user_002946,64a6b111-fcd8-4521-8046-d4e3361b5b3f,2024-12-17 22:44:19,2025-01-26 22:44:19,Gold,SNS,2024-12-17,45.52,facebook,SNS,False,male,25-34
user_002947,35002d8c-796a-4db5-84b2-f6a21b2d79a3,2025-02-25 17:06:27,2025-05-09 17:06:27,Gold,Organic,2025-02-25,23.78,youtube,Email,True,female,35-44
user_002948,78d26de3-ed94-4b1a-8992-6165bf6858ea,2024-12-05 08:45:15,2024-12-10 08:45:15,VIP,Organic,2024-12-05,21.82,newsletter,Email,False,male,45-54
user_002949,862fa41a-969f-4314-b5b5-cb68821c18e6,2024-12-30 23:37:11,2025-01-18 23:37:11,Gold,Referral,2024-12-30,23.28,facebook,Email,True,male,18-24
user_002950,23a80cff-e2e2-45d1-9ebe-b385a83a2b10,2025-02-26 19:41:58,2025-05-23 19:41:58,Silver,Organic,2025-02-26,19.6,facebook,Email,False,female,45-54
user_002951,99334195-3f0d-4801-8cba-23e9a18be205,2024-12-19 01:15:09,2025-01-27 01:15:09,VIP,Google Ads,2024-12-19,22.92,youtube,Email,False,female,18-24
user_002952,5b922265-29b9-406f-b9e0-710dc1534105,2024-12-14 10:54:31,2025-01-02 10:54:31,VIP,SNS,2024-12-14,34.12,instagram,Email,False,male,25-34
user_002953,a5857b01-e50b-40ef-83db-f8ef37a75f73,2025-01-07 18:52:41,2025-03-18 18:52:41,Silver,SNS,2025-01-07,18.12,facebook,Email,True,male,45-54
user_002954,e18da7d8-4894-4911-94ba-83769171a4a0,2024-12-30 06:52:25,2025-02-01 06:52:25,VIP,SNS,2024-12-30,33.56,facebook,Email,True,female,25-34
user_002955,f6e750f7-caef-40af-a56a-5fc2ed9540b3,2025-02-18 04:46:19,2025-04-04 04:46:19,Gold,SNS,2025-02-18,17.46,facebook,Email,True,female,35-44
user_002956,2854ccd2-dff5-4a59-99d8-73bd9d08134c,2024-12-02 06:10:02,2025-01-02 06:10:02,VIP,Organic,2024-12-02,46.68,facebook,SNS,True,male,45-54
user_002957,28c70953-06cb-42e1-8f48-c66c89c66481,2025-02-17 10:08:19,2025-04-28 10:08:19,Silver,Email,2025-02-17,36.04,instagram,SNS,True,female,35-44
user_002958,73ddc913-b132-4e93-a700-af1d99ea605a,2025-01-20 14:57:11,2025-04-08 14:57:11,Silver,SNS,2025-01-20,29.31,instagram,SNS,True,female,35-44
user_002959,c8541f42-895b-435f-b6e2-8ba08bb6a235,2025-01-11 08:44:15,2025-01-25 08:44:15,Silver,Organic,2025-01-11,48.45,google,Email,True,male,45-54
user_002960,c14ae6c2-6565-45ac-a780-67fca2558525,2025-01-01 03:41:39,2025-03-27 03:41:39,VIP,Referral,2025-01-01,49.18,google,SNS,True,male,45-54
user_002961,d245840f-c1d3-480a-98f9-478f188c8edc,2025-01-11 10:15:20,2025-02-27 10:15:20,Silver,Email,2025-01-11,10.83,facebook,SNS,True,male,18-24
user_002962,f4b1e44c-794a-4951-aef7-65a87c4e114f,2025-02-11 14:29:44,2025-02-23 14:29:44,Gold,SNS,2025-02-11,47.64,youtube,SNS,False,female,45-54
user_002963,93188c0f-f436-4f93-b4e1-c059fa163aa9,2024-12-13 12:10:28,2025-01-09 12:10:28,Silver,Organic,2024-12-13,21.63,facebook,Email,False,female,18-24
user_002964,f8dc69b6-01e1-4cc0-8b6c-4788f6ef415a,2025-01-10 16:05:39,2025-03-19 16:05:39,VIP,Google Ads,2025-01-10,14.23,newsletter,SNS,True,male,18-24
user_002965,ae3682b8-fc24-4155-bdec-9485bf353ae4,2025-02-10 13:19:44,2025-04-22 13:19:44,Silver,Google Ads,2025-02-10,48.7,newsletter,SNS,False,male,45-54
user_002966,434ea2f0-e2e9-403b-b173-e323c622fae1,2025-02-23 02:19:13,2025-03-20 02:19:13,VIP,Referral,2025-02-23,25.75,facebook,SNS,True,female,45-54
user_002967,7a23ac53-f11b-428c-82af-0626a51dfd52,2025-01-30 11:11:51,2025-04-24 11:11:51,Gold,Google Ads,2025-01-30,11.82,google,SNS,True,female,25-34
user_002968,ff63328e-bd87-43ad-86ff-76df69177cec,2025-01-19 13:27:09,2025-04-18 13:27:09,Silver,Email,2025-01-19,14.71,facebook,Email,True,male,18-24
user_002969,f7b1e8ec-31fe-4e81-bdb8-f180b0465201,2025-01-30 13:59:31,2025-02-01 13:59:31,Gold,Referral,2025-01-30,24.26,youtube,Email,False,female,45-54
user_002970,20fb2085-f344-44d8-b542-2e156717c01b,2025-02-24 18:05:51,2025-05-19 18:05:51,Silver,Google Ads,2025-02-24,30.61,youtube,Email,True,female,18-24
user_002971,0728218c-f407-4fb7-8a1f-20e3fa79436c,2024-12-20 06:02:13,2025-02-22 06:02:13,Silver,SNS,2024-12-20,42.11,instagram,Email,True,male,25-34
user_002972,774efc16-8b05-4651-9d90-44ef83ac461b,2025-02-14 12:10:12,2025-03-19 12:10:12,Gold,Email,2025-02-14,30.05,google,Email,False,female,25-34
user_002973,867ec19c-45ff-4a77-9b98-c776cc96303a,2025-01-31 15:59:50,2025-03-27 15:59:50,VIP,Organic,2025-01-31,31.34,youtube,SNS,False,male,18-24
user_002974,09b98896-f8a4-4bfc-bd5a-a7f453904dfa,2025-01-18 18:38:52,2025-01-24 18:38:52,Silver,Email,2025-01-18,14.31,facebook,SNS,False,male,18-24
user_002975,97116683-2122-45bc-8e60-c217e362555e,2024-12-03 18:46:16,2025-01-25 18:46:16,Gold,Referral,2024-12-03,12.13,instagram,Email,False,female,45-54
user_002976,db4cdb22-102c-473c-a467-d007711ab76e,2025-02-06 07:21:32,2025-02-15 07:21:32,VIP,Email,2025-02-06,24.81,newsletter,Email,False,male,35-44
user_002977,d9340946-0f01-410e-a058-1755688c620a,2025-01-26 04:21:38,2025-04-05 04:21:38,VIP,SNS,2025-01-26,20.28,google,Email,True,male,25-34
user_002978,f6d86b7c-9fe9-48b4-bde9-471bbdb8c4e3,2025-02-13 11:42:46,2025-05-02 11:42:46,Silver,Organic,2025-02-13,35.14,google,Email,True,female,35-44
user_002979,12f49500-86bd-4dc3-90ce-a3e52743733f,2025-01-22 07:11:28,2025-04-21 07:11:28,VIP,Referral,2025-01-22,37.14,youtube,SNS,False,male,18-24
user_002980,dfc4d5ae-a1f3-4052-99cb-733afbbe7c9a,2024-12-23 16:03:24,2025-03-19 16:03:24,Silver,Google Ads,2024-12-23,25.01,facebook,Email,True,female,25-34
user_002981,33bbeb49-2c1f-405e-a6e9-f679b66ec199,2025-02-09 19:32:05,2025-02-12 19:32:05,VIP,Referral,2025-02-09,42.35,facebook,Email,True,male,45-54
user_002982,511cb58e-6c4a-4249-a0b1-d7ad2a9bc49e,2025-01-03 21:18:30,2025-01-31 21:18:30,VIP,Organic,2025-01-03,15.55,youtube,Email,False,female,18-24
user_002983,dd40b500-864d-4dfb-91fb-8402f1631572,2025-01-26 08:39:05,2025-03-13 08:39:05,VIP,Google Ads,2025-01-26,15.0,youtube,Email,False,male,45-54
user_002984,e96e2c98-23c1-4a45-8f32-2965868a9bf5,2025-02-28 14:48:12,2025-05-03 14:48:12,Gold,Organic,2025-02-28,46.62,newsletter,SNS,False,female,25-34
user_002985,8975c20a-3d19-482a-8382-0094d9e03ebc,2025-02-28 06:06:17,2025-05-05 06:06:17,Silver,Google Ads,2025-02-28,43.48,newsletter,SNS,False,female,18-24
user_002986,928e0ebe-1242-4542-844f-f6e49b96ed91,2025-02-09 03:30:35,2025-04-17 03:30:35,VIP,Google Ads,2025-02-09,49.03,google,SNS,False,female,45-54
user_002987,565a6f6d-c3a7-44b5-99dc-2aca285c9e17,2025-01-27 23:15:47,2025-03-25 23:15:47,Silver,Email,2025-01-27,26.76,youtube,Email,True,female,18-24
user_002988,96f7bef3-8b0f-476f-88cf-01b905afbd6c,2025-01-24 06:21:07,2025-04-22 06:21:07,Gold,SNS,2025-01-24,42.3,newsletter,SNS,False,male,18-24
user_002989,2ffa9bc4-d354-4b13-b349-3d0238780b79,2024-12-31 11:45:47,2025-03-08 11:45:47,VIP,Email,2024-12-31,39.62,youtube,Email,False,male,25-34
user_002990,31585cd3-a317-413f-9782-cd0f8074bf90,2025-01-05 21:09:50,2025-03-14 21:09:50,Silver,Organic,2025-01-05,30.98,youtube,Email,False,female,25-34
user_002991,f9b5a9e2-dfdf-4315-80ce-08a57792c000,2025-02-26 19:13:19,2025-03-05 19:13:19,Gold,Referral,2025-02-26,33.06,youtube,SNS,False,female,25-34
user_002992,83ccf1b4-1d2e-4890-95ba-ebd189e5621a,2025-01-03 18:57:53,2025-02-27 18:57:53,Silver,Referral,2025-01-03,15.19,google,SNS,True,female,18-24
user_002993,58fe821e-bf35-4047-a444-7f5e3c722bf8,2025-02-27 14:00:04,2025-03-25 14:00:04,VIP,Google Ads,2025-02-27,23.97,newsletter,Email,True,male,18-24
user_002994,3dad5374-3e0c-4768-bf6e-bc5dbb457ac2,2024-12-31 04:43:29,2025-03-05 04:43:29,Gold,SNS,2024-12-31,11.0,google,SNS,False,male,45-54
user_002995,c58aabfe-3577-4f7e-ac63-8f76372e71e4,2025-01-23 18:10:38,2025-02-09 18:10:38,Silver,Referral,2025-01-23,29.26,instagram,SNS,False,female,35-44
user_002996,ac1925da-c689-47b6-8dc0-72e6b0cfd60c,2025-02-14 18:41:41,2025-03-09 18:41:41,Silver,Email,2025-02-14,31.82,newsletter,Email,False,female,18-24
user_002997,4e40d4e7-eca9-47b1-8e28-252db8c22776,2025-02-05 22:57:56,2025-04-11 22:57:56,VIP,SNS,2025-02-05,44.68,facebook,SNS,True,female,18-24
user_002998,e6e29f3a-dd20-4d86-960c-b75b4b83396a,2025-02-07 11:05:58,2025-02-19 11:05:58,Gold,Google Ads,2025-02-07,18.75,google,SNS,False,male,25-34
user_002999,f4b7e34b-75c8-44d0-9414-48b3f3979355,2025-02-16 11:51:15,2025-04-13 11:51:15,Silver,Referral,2025-02-16,31.1,newsletter,SNS,False,female,35-44
user_003000,0a2aa919-f5e9-452e-9397-d6e73f3c2797,2025-01-10 01:23:57,2025-02-28 01:23:57,VIP,Email,2025-01-10,13.84,newsletter,SNS,False,male,45-54
user_003001,18197c2c-2074-4fa1-80e3-9c408a20b7c4,2025-02-12 07:48:57,2025-02-20 07:48:57,Silver,Google Ads,2025-02-12,38.86,google,Email,False,female,25-34
user_003002,c6905f75-a063-4162-a4fc-457a535d9031,2024-12-15 14:08:16,2025-03-03 14:08:16,VIP,Organic,2024-12-15,24.52,instagram,Email,True,male,25-34
user_003003,12293186-45f4-4d26-869c-615f8d45c894,2025-01-29 17:15:20,2025-02-25 17:15:20,Silver,Organic,2025-01-29,38.39,youtube,SNS,True,female,45-54
user_003004,4ef8080d-ce1c-46e6-823e-fb22d0054629,2024-12-25 07:18:59,2025-02-03 07:18:59,VIP,Email,2024-12-25,32.88,youtube,Email,False,male,35-44
user_003005,cc4966aa-42e6-4582-aedb-00a2017dbb0a,2025-02-13 19:57:38,2025-03-21 19:57:38,Silver,Email,2025-02-13,31.85,facebook,Email,False,male,18-24
user_003006,417e7675-d064-4f9a-b79e-4b4047e72f11,2025-02-21 22:19:15,2025-04-15 22:19:15,Silver,Email,2025-02-21,47.23,instagram,Email,False,female,35-44
user_003007,725c64a1-85b2-4781-a217-829b8cb040de,2024-12-28 12:50:51,2025-02-19 12:50:51,Gold,SNS,2024-12-28,16.34,facebook,Email,False,female,35-44
user_003008,bcba7e6c-f45a-4c79-832b-509fffee5d4d,2024-12-27 18:54:37,2025-02-01 18:54:37,Gold,Organic,2024-12-27,20.83,instagram,SNS,False,male,45-54
user_003009,5ab976d7-ab18-4cc1-a0fd-8461acd45990,2025-01-03 01:44:01,2025-01-24 01:44:01,Gold,SNS,2025-01-03,17.61,instagram,SNS,False,male,45-54
user_003010,f61900b4-9fda-43d9-bc89-b0aec5be0a59,2025-01-22 14:28:22,2025-01-30 14:28:22,VIP,Organic,2025-01-22,23.37,instagram,SNS,True,female,18-24
user_003011,39456a99-b7a1-452b-a19f-736ea2bc57b9,2025-02-11 06:22:54,2025-03-09 06:22:54,Gold,SNS,2025-02-11,46.18,newsletter,Email,False,female,25-34
user_003012,30998b6c-935a-459b-9cd7-38c4397427ce,2025-01-27 05:07:16,2025-04-20 05:07:16,Silver,Google Ads,2025-01-27,32.15,instagram,SNS,True,female,35-44
user_003013,e95abdf3-f11c-486b-934c-0861b7fed064,2024-12-05 19:23:27,2025-01-06 19:23:27,Silver,Referral,2024-12-05,29.98,google,SNS,False,male,35-44
user_003014,b4de92fc-cacb-4d5b-917d-b96ee431067a,2024-12-06 18:41:42,2025-02-06 18:41:42,Gold,Organic,2024-12-06,12.4,facebook,SNS,True,female,25-34
user_003015,5208e17f-0c4d-4d35-9fe9-cf9ace24a67d,2024-12-23 01:03:05,2025-02-15 01:03:05,Gold,SNS,2024-12-23,31.25,google,SNS,False,female,45-54
user_003016,a56065e6-494d-4cac-b9a0-40dc80e36f92,2025-01-31 21:20:31,2025-02-03 21:20:31,VIP,SNS,2025-01-31,47.56,youtube,Email,True,male,25-34
user_003017,1deca41e-43c7-4b21-b4b9-1925b4d9b813,2025-02-18 08:01:15,2025-05-02 08:01:15,Silver,SNS,2025-02-18,10.78,instagram,SNS,False,female,25-34
user_003018,3ddc457a-2352-4bc2-9b9d-eb50407493b3,2025-02-14 15:40:11,2025-03-23 15:40:11,Silver,Email,2025-02-14,22.66,instagram,Email,True,male,25-34
user_003019,6e1e0b07-1337-4f89-ad9b-4bc33dae230b,2025-01-15 14:19:47,2025-02-20 14:19:47,Silver,Referral,2025-01-15,31.56,facebook,Email,False,female,18-24
user_003020,9826ecf3-b6e2-49ca-a154-03412c4c9f66,2025-01-18 22:17:51,2025-02-23 22:17:51,VIP,Google Ads,2025-01-18,11.73,instagram,Email,True,female,25-34
user_003021,082aa1bf-ef1a-48f7-8def-0ed20b9381e5,2025-01-04 22:08:51,2025-02-28 22:08:51,Gold,Google Ads,2025-01-04,14.25,facebook,SNS,True,female,18-24
user_003022,7583f0f8-6d3e-4046-828c-42cb409520ee,2024-12-10 09:50:55,2025-03-09 09:50:55,Silver,Email,2024-12-10,36.07,google,SNS,False,male,25-34
user_003023,a277193c-4feb-4ebf-9ea0-437d970d02cd,2025-01-11 22:02:10,2025-01-17 22:02:10,Gold,SNS,2025-01-11,33.2,instagram,SNS,False,female,18-24
user_003024,9a5d0c9d-2632-440c-9378-5b295f9f715b,2024-12-23 18:17:42,2025-03-01 18:17:42,Silver,Organic,2024-12-23,34.94,google,SNS,False,male,25-34
user_003025,4808691b-dbbe-404e-83b5-d740eefdc2bf,2024-12-14 14:29:52,2025-01-23 14:29:52,VIP,Organic,2024-12-14,40.65,instagram,Email,False,male,18-24
user_003026,84d13268-07f3-40b3-a83b-74b99cd23909,2024-12-27 15:44:11,2025-03-01 15:44:11,VIP,Organic,2024-12-27,49.03,youtube,SNS,False,male,25-34
user_003027,6c5c468a-8622-4cf5-a63b-7b90eb2c9d35,2024-12-11 01:15:14,2025-02-26 01:15:14,Silver,Google Ads,2024-12-11,40.21,google,SNS,False,male,45-54
user_003028,30084a5e-b97a-46c7-ba55-d72167a5219a,2025-02-01 21:49:54,2025-03-26 21:49:54,Gold,Referral,2025-02-01,24.11,youtube,Email,False,male,35-44
user_003029,cbf0bfec-c186-49d8-89fe-c42b78eaf57a,2025-01-04 21:08:43,2025-01-17 21:08:43,Silver,Referral,2025-01-04,12.68,facebook,SNS,False,male,35-44
user_003030,69be2581-2a65-48a0-aadc-b73b930b0f15,2025-01-06 01:59:21,2025-04-06 01:59:21,Gold,Organic,2025-01-06,34.68,instagram,SNS,False,female,35-44
user_003031,f6a8e364-21a4-4e4b-8098-4bb9f52ed5a4,2025-02-05 03:26:15,2025-03-06 03:26:15,Silver,SNS,2025-02-05,37.26,instagram,Email,True,female,18-24
user_003032,060c081e-31d3-4c38-837c-e4c1b740c381,2025-01-06 21:46:57,2025-01-16 21:46:57,Gold,SNS,2025-01-06,33.47,google,Email,True,female,35-44
user_003033,d00d3377-2774-46c9-9b01-7985df57c87f,2024-12-05 18:59:59,2025-01-25 18:59:59,VIP,Email,2024-12-05,38.79,instagram,SNS,False,female,25-34
user_003034,87ba339c-6dae-477d-9b46-d4997fa454e3,2025-01-19 10:19:06,2025-02-02 10:19:06,Gold,Email,2025-01-19,31.9,instagram,SNS,True,male,35-44
user_003035,a016cafa-3df9-4517-9d7f-0e6078bbe5da,2024-12-20 15:43:37,2025-03-17 15:43:37,Gold,Referral,2024-12-20,21.59,facebook,Email,True,female,35-44
user_003036,6ead914a-845d-46a1-93bf-b8ccfee180ca,2025-01-23 13:02:54,2025-04-23 13:02:54,VIP,Email,2025-01-23,39.1,youtube,Email,True,male,35-44
user_003037,8a1b65a2-a51a-4e86-b620-b334c043e707,2025-02-24 16:27:29,2025-04-16 16:27:29,Silver,Google Ads,2025-02-24,42.62,facebook,Email,True,female,18-24
user_003038,95324979-2373-41e5-bf62-044679f06d1e,2024-12-12 03:30:43,2025-01-02 03:30:43,VIP,SNS,2024-12-12,19.33,instagram,Email,True,male,35-44
user_003039,b177eecb-6b83-487a-a73d-38f3dfbbd5d4,2025-01-18 15:56:09,2025-04-17 15:56:09,Gold,Email,2025-01-18,16.66,google,SNS,True,female,35-44
user_003040,51989900-8c4e-454b-95e5-1a39cb3590b1,2025-02-07 02:55:57,2025-02-17 02:55:57,Silver,Email,2025-02-07,14.51,instagram,Email,False,female,18-24
user_003041,36d561be-8465-4b43-bc42-c1e0d388f63d,2025-01-27 09:45:42,2025-04-10 09:45:42,Silver,Google Ads,2025-01-27,10.51,google,Email,False,female,25-34
user_003042,042859c4-296b-4a6f-8a62-2be91dcb0ab3,2024-12-03 08:00:49,2025-01-26 08:00:49,Silver,SNS,2024-12-03,28.01,facebook,Email,False,male,35-44
user_003043,11287004-e63d-40f8-be5f-d7338555e18c,2024-12-10 06:48:08,2024-12-18 06:48:08,VIP,Google Ads,2024-12-10,11.18,youtube,SNS,False,male,25-34
user_003044,b93b9124-0098-401c-a287-03f00b14b919,2025-02-14 10:29:49,2025-03-17 10:29:49,VIP,Organic,2025-02-14,15.82,instagram,Email,True,male,25-34
user_003045,a9d8fb0a-b8cc-42ac-b349-e2ba0c0b29af,2025-02-22 13:19:27,2025-04-14 13:19:27,Gold,SNS,2025-02-22,27.49,newsletter,SNS,True,female,25-34
user_003046,0139a866-9c5c-4eae-be24-a3116d2ee1c7,2025-02-05 08:28:15,2025-03-20 08:28:15,VIP,Referral,2025-02-05,32.14,youtube,SNS,False,male,45-54
user_003047,4644cc3c-b75f-4a02-8148-1e2d30a4c9c0,2024-12-27 08:15:55,2025-03-14 08:15:55,Gold,SNS,2024-12-27,41.74,instagram,SNS,False,male,18-24
user_003048,5b933072-7704-4bef-a29a-cd44d6c30fa2,2025-02-27 00:48:14,2025-03-22 00:48:14,Gold,Google Ads,2025-02-27,10.53,newsletter,Email,False,male,25-34
user_003049,2bd77d99-6465-47e4-82c6-736260fae2fd,2025-02-28 11:19:49,2025-05-27 11:19:49,Silver,Organic,2025-02-28,18.62,facebook,Email,True,female,25-34
user_003050,4df79044-475f-45d0-8ef5-8a8d907f139e,2025-02-25 22:28:14,2025-03-01 22:28:14,Silver,Organic,2025-02-25,29.09,google,Email,False,female,18-24
user_003051,a1b001fe-50a5-4362-b1a7-df56abf64ffa,2025-01-04 06:11:39,2025-02-01 06:11:39,VIP,Google Ads,2025-01-04,27.09,instagram,SNS,False,female,35-44
user_003052,679a5001-5335-4a51-bdad-756eeb040b62,2025-02-07 15:36:33,2025-02-13 15:36:33,VIP,Google Ads,2025-02-07,38.34,newsletter,Email,False,male,45-54
user_003053,2616e316-b94f-4c96-b876-8d8a9e0f96f1,2024-12-20 19:55:26,2025-01-25 19:55:26,VIP,SNS,2024-12-20,16.35,google,Email,True,female,45-54
user_003054,349f2e85-6d44-48bf-a37e-c280e881d826,2025-01-27 19:52:20,2025-04-02 19:52:20,Gold,Email,2025-01-27,19.75,newsletter,Email,False,female,45-54
user_003055,faede955-ca90-4574-a5ee-0193af1c148a,2025-02-13 21:34:08,2025-02-28 21:34:08,Gold,Organic,2025-02-13,40.82,instagram,Email,False,male,25-34
user_003056,81888144-21a7-4b71-b3e8-dc3104681d69,2025-01-15 08:11:36,2025-04-03 08:11:36,Silver,Referral,2025-01-15,19.82,youtube,SNS,True,male,25-34
user_003057,a4c186c2-4fa0-4c69-83c1-a4783e171d54,2025-01-17 00:49:20,2025-02-11 00:49:20,Gold,SNS,2025-01-17,39.79,google,SNS,True,male,35-44
user_003058,695eddd4-63e5-4018-be41-ea08f384671d,2025-01-30 07:26:08,2025-04-02 07:26:08,Silver,Google Ads,2025-01-30,34.12,google,Email,True,female,45-54
user_003059,b7d258d4-e75f-4eda-bbb5-237756229ba5,2025-02-11 01:03:35,2025-04-23 01:03:35,Silver,Organic,2025-02-11,38.05,youtube,Email,True,male,25-34
user_003060,988fcda9-3967-4c87-9bbb-1b16ad793364,2024-12-24 12:13:18,2025-02-02 12:13:18,VIP,Referral,2024-12-24,20.38,newsletter,Email,False,male,25-34
user_003061,53454fde-a402-4f33-ad42-f341ae56ed26,2025-02-22 14:02:15,2025-02-25 14:02:15,Gold,Referral,2025-02-22,36.33,facebook,Email,True,female,35-44
user_003062,e7b5f6b0-664d-4104-a933-dbd1593fe78a,2024-12-25 20:43:46,2025-01-31 20:43:46,Gold,Referral,2024-12-25,33.5,youtube,Email,True,female,35-44
user_003063,17e4af31-86fe-450b-9d94-e7bb583776c9,2025-02-16 05:08:10,2025-05-14 05:08:10,Silver,Email,2025-02-16,11.68,google,SNS,True,male,18-24
user_003064,e61276ef-cc20-4c8d-959a-3d3b5639951e,2024-12-01 12:51:05,2024-12-17 12:51:05,Silver,Google Ads,2024-12-01,26.11,google,Email,False,female,18-24
user_003065,2bc9363f-ce59-42c4-818e-5f0908cb67b5,2025-02-14 11:55:58,2025-04-22 11:55:58,Silver,SNS,2025-02-14,28.33,facebook,SNS,True,female,45-54
user_003066,c5fb1f37-57c4-46e9-8926-658722e696e2,2025-01-13 18:03:16,2025-01-17 18:03:16,VIP,Email,2025-01-13,32.71,instagram,SNS,True,male,18-24
user_003067,3fee3544-0925-47c2-b98e-e2ae57ebd6cc,2025-01-05 18:38:53,2025-02-09 18:38:53,Silver,SNS,2025-01-05,18.93,newsletter,SNS,False,male,35-44
user_003068,1818c712-a0d3-430a-9ae9-d3620094cb9c,2024-12-22 23:20:22,2025-03-02 23:20:22,Silver,Google Ads,2024-12-22,45.81,google,Email,False,male,18-24
user_003069,90b19063-0281-4b15-b0ac-792797330c49,2024-12-18 22:44:39,2025-01-28 22:44:39,Gold,Referral,2024-12-18,20.97,facebook,SNS,True,male,18-24
user_003070,74360bdb-a64b-4052-a421-59a27e42eb2a,2025-02-18 00:45:54,2025-05-15 00:45:54,Gold,SNS,2025-02-18,42.36,google,Email,True,male,18-24
user_003071,92c5ca8b-7967-46bc-b200-e379e8a20a8e,2024-12-26 09:42:31,2025-03-15 09:42:31,Silver,SNS,2024-12-26,38.94,facebook,SNS,True,male,18-24
user_003072,0fc6f17b-e222-4319-9f4e-2a04b797a4d5,2025-01-21 07:07:40,2025-03-23 07:07:40,Gold,Google Ads,2025-01-21,34.69,facebook,SNS,False,male,25-34
user_003073,c50725a5-881c-4483-866d-9f12bfbb5c12,2024-12-29 11:18:27,2025-01-01 11:18:27,Silver,Referral,2024-12-29,21.69,youtube,Email,False,female,18-24
user_003074,33cee924-33bd-4753-9ee5-8282ad5d11d7,2025-02-25 12:54:10,2025-03-06 12:54:10,Silver,Google Ads,2025-02-25,45.68,instagram,SNS,True,male,45-54
user_003075,9bda5c84-c3b6-42ee-949d-d6485ae781cd,2025-02-19 11:32:51,2025-03-04 11:32:51,Gold,Referral,2025-02-19,41.09,youtube,SNS,False,female,25-34
user_003076,642ceeb8-a96e-4bbb-88ea-708ce6fa307b,2025-01-21 18:40:41,2025-04-20 18:40:41,Gold,SNS,2025-01-21,12.81,google,Email,True,male,35-44
user_003077,99450bde-e35e-4bea-868c-157cd4f53220,2025-01-21 07:02:32,2025-02-06 07:02:32,Gold,Referral,2025-01-21,29.97,instagram,Email,True,female,35-44
user_003078,773c99ad-2adc-4ce5-8398-3c52b0cb8249,2025-01-14 07:48:59,2025-02-25 07:48:59,Gold,SNS,2025-01-14,10.2,instagram,Email,True,male,45-54
user_003079,8b69c4c7-7916-4955-be68-fb8c3507ff39,2025-02-17 08:57:48,2025-03-17 08:57:48,Silver,SNS,2025-02-17,33.34,youtube,SNS,False,female,25-34
user_003080,5891312e-178e-4e52-a97c-e57e92384a26,2025-02-02 13:14:53,2025-03-18 13:14:53,VIP,Email,2025-02-02,35.21,newsletter,SNS,False,female,25-34
user_003081,4acb833b-622b-43cc-ac89-b34f5b0ae07f,2025-02-28 14:29:49,2025-04-25 14:29:49,Gold,SNS,2025-02-28,47.54,youtube,Email,True,female,18-24
user_003082,714bf02c-db6d-4893-b685-55787677cf7e,2025-01-09 04:59:33,2025-03-09 04:59:33,Gold,Google Ads,2025-01-09,10.33,newsletter,SNS,True,male,18-24
