product_id,user_id,product_category,product_name,color,sizes,material,brand,price,stock_quantity,rating,num_reviews,release_date
prod_00772,user_000167,Outerwear,Trench Coat,Navy,L,Denim,StyleBox,23.77,181,2.6,502,2024-06-15
prod_00595,user_000474,Outerwear,Blazer,Blue,XL,Polyester,Unistyle,63.04,159,4.2,639,2025-02-02
prod_02791,user_008618,Shoes,Loafers,Navy,S,Leather,TrendPeak,149.05,486,2.8,792,2024-04-04
prod_02337,user_000809,Shoes,Boots,Black,S,Polyester,ModaCore,61.7,148,3.1,284,2025-01-12
prod_02792,user_008546,Outerwear,Blazer,Beige,XS,Polyester,Unistyle,180.12,102,3.1,365,2024-08-10
prod_02793,user_001194,Shoes,Sneakers,Olive,XS,Denim,TrendPeak,176.84,489,3.5,828,2025-03-19
prod_02794,user_003194,Accessories,Beanie,Beige,XS,Wool,StyleBox,129.2,252,2.7,170,2025-01-01
prod_01790,user_008877,Top,Crop Top,White,XS,Leather,StyleBox,152.09,73,4.8,86,2025-01-31
prod_01216,user_003535,Accessories,Backpack,Beige,XL,Wool,Fashionry,118.65,450,3.9,297,2025-03-09
prod_02795,user_005962,Top,Crop Top,Beige,S,Leather,StyleBox,189.67,273,2.7,210,2024-05-01
prod_02796,user_007622,Top,Basic T-Shirt,White,L,Cotton,ModaCore,145.86,413,4.8,498,2024-07-25
prod_02797,user_003040,Bottom,Jeans,Navy,M,Leather,Unistyle,118.46,110,3.4,380,2024-12-19
prod_02798,user_000946,Shoes,Boots,Black,L,Wool,Fashionry,101,39,4.4,568,2024-11-11
prod_02799,user_009537,Outerwear,Bomber Jacket,Navy,L,Wool,Fashionry,52.7,311,2.5,496,2025-02-12
prod_02800,user_000799,Shoes,Boots,White,S,Denim,Fashionry,142.01,231,4.7,748,2024-09-05
prod_02801,user_007622,Accessories,Beanie,Red,XL,Wool,Fashionry,95.36,426,3.4,618,2024-05-05
prod_02802,user_001902,Outerwear,Blazer,Blue,S,Cotton,TrendPeak,36.42,16,3.8,340,2024-08-22
prod_02803,user_000299,Accessories,Necklace,Black,M,Leather,ModaCore,40.18,290,4.3,127,2025-01-04
prod_02804,user_006334,Top,Oversized Shirt,Olive,M,Denim,ModaCore,131.49,248,3.7,675,2024-09-18
prod_02805,user_005490,Outerwear,Trench Coat,Beige,XS,Cotton,Fashionry,59.68,436,3.7,385,2025-02-01
prod_02806,user_007774,Shoes,Loafers,White,XS,Cotton,Unistyle,109.29,57,4.7,63,2024-10-04
prod_02807,user_009558,Bottom,Jogger Pants,Beige,M,Polyester,Fashionry,130.18,425,4.9,437,2024-08-20
prod_02808,user_002907,Accessories,Beanie,Red,M,Denim,StyleBox,54.51,452,3.3,529,2024-09-26
prod_02809,user_008712,Bottom,Chino Pants,Beige,M,Wool,Fashionry,128.3,482,3.4,729,2024-09-22
prod_02810,user_003673,Shoes,Boots,Olive,L,Denim,Unistyle,88.31,281,3.5,536,2024-10-24
prod_01169,user_003039,Top,Basic T-Shirt,Navy,M,Wool,TrendPeak,161.54,368,4.1,665,2025-01-28
prod_02811,user_009176,Accessories,Beanie,Olive,M,Leather,TrendPeak,117.7,374,2.8,100,2025-03-01
prod_02812,user_008847,Top,Crop Top,Beige,XL,Cotton,Fashionry,59.93,270,3.3,333,2024-09-05
prod_02813,user_002390,Shoes,Boots,White,XL,Wool,Unistyle,190.27,331,3.2,534,2024-06-14
prod_02814,user_007138,Accessories,Watch,Navy,XS,Denim,Unistyle,93.21,241,4.1,599,2024-04-17
prod_02815,user_006954,Outerwear,Blazer,Navy,S,Cotton,TrendPeak,195.26,325,3.2,612,2024-11-16
prod_02816,user_003769,Accessories,Beanie,Navy,XL,Leather,StyleBox,96.66,178,3.5,541,2024-07-02
prod_02817,user_004588,Shoes,Heels,Red,M,Leather,ModaCore,178.58,370,4.1,332,2024-07-04
prod_02818,user_005684,Top,Basic T-Shirt,White,S,Polyester,StyleBox,170.62,118,3.4,958,2024-07-27
prod_02819,user_009694,Bottom,Jogger Pants,Red,L,Leather,StyleBox,80.62,227,4.8,614,2024-04-04
prod_02820,user_009438,Accessories,Watch,Red,XS,Wool,StyleBox,113.74,301,3,756,2024-07-06
prod_00611,user_005004,Bottom,Chino Pants,Navy,XL,Cotton,ModaCore,135.77,16,4.4,323,2025-01-02
prod_02821,user_001127,Shoes,Heels,White,L,Wool,StyleBox,148.84,442,3.3,53,2024-11-29
prod_00539,user_009030,Top,Basic T-Shirt,White,XS,Leather,ModaCore,194.01,40,2.8,636,2024-08-26
prod_02822,user_008608,Top,Oversized Shirt,Beige,L,Leather,Fashionry,152.94,11,4.7,205,2025-03-05
prod_02823,user_002127,Bottom,Jogger Pants,White,M,Polyester,Unistyle,52.18,400,4.9,392,2025-01-07
prod_02824,user_008174,Top,Blouse,Blue,XS,Denim,ModaCore,112.38,446,3.4,690,2025-01-29
prod_02825,user_003157,Accessories,Necklace,Red,S,Cotton,Fashionry,108.36,272,4.9,486,2024-10-29
prod_01744,user_002339,Shoes,Loafers,Red,M,Cotton,Fashionry,197.29,491,4,992,2024-09-11
prod_02636,user_003472,Bottom,Chino Pants,White,S,Denim,Unistyle,24.34,108,5,46,2024-12-12
prod_00228,user_006975,Accessories,Backpack,Olive,XL,Wool,ModaCore,83.35,109,5,648,2025-01-05
prod_02826,user_001293,Shoes,Loafers,Black,XL,Leather,TrendPeak,190.44,244,2.8,629,2024-05-08
prod_02827,user_001513,Accessories,Beanie,Navy,L,Polyester,Unistyle,174.81,96,2.7,820,2025-02-15
prod_02828,user_006750,Shoes,Boots,Olive,M,Cotton,Fashionry,102.27,451,2.8,161,2024-06-22
prod_02829,user_002386,Accessories,Necklace,Olive,XL,Cotton,Fashionry,88.08,50,4,42,2025-02-08
prod_02830,user_002204,Shoes,Loafers,Navy,S,Leather,Fashionry,126.51,287,3.5,849,2024-09-18
prod_02831,user_004932,Top,Basic T-Shirt,Navy,XS,Denim,Fashionry,92.61,3,3.2,59,2025-02-04
prod_02832,user_000137,Outerwear,Bomber Jacket,Black,XL,Leather,ModaCore,147.49,189,4.2,323,2024-11-06
prod_02833,user_007366,Top,Blouse,Blue,XS,Leather,StyleBox,135.67,490,3.2,301,2024-07-17
prod_02834,user_001999,Accessories,Watch,Black,S,Leather,Unistyle,83.94,362,4.2,932,2024-06-24
prod_02835,user_009995,Bottom,Jogger Pants,Red,S,Polyester,StyleBox,188.7,209,3.8,256,2024-11-19
prod_02836,user_009312,Shoes,Sneakers,Navy,XL,Denim,Unistyle,183.68,255,4.7,950,2025-02-04
prod_02837,user_001073,Shoes,Boots,Red,M,Denim,ModaCore,83.22,413,4.2,568,2024-11-30
prod_02838,user_001872,Top,Basic T-Shirt,Blue,XS,Leather,Fashionry,174.61,261,2.5,550,2024-04-23
prod_02839,user_009150,Top,Crop Top,Olive,S,Leather,TrendPeak,71.02,456,4.4,566,2024-11-11
prod_02840,user_007984,Shoes,Sneakers,Red,XS,Polyester,ModaCore,143.19,201,4.6,289,2024-10-03
prod_02841,user_007690,Top,Blouse,Olive,L,Denim,ModaCore,179.68,321,3.2,886,2025-01-11
prod_02842,user_000910,Shoes,Sneakers,Blue,S,Wool,StyleBox,102.96,226,3.4,919,2024-10-31
prod_02843,user_004604,Bottom,Jogger Pants,Beige,S,Polyester,TrendPeak,129.7,354,3.2,793,2024-04-13
prod_00521,user_004578,Accessories,Backpack,Black,L,Denim,TrendPeak,35.8,113,4.2,681,2024-05-21
prod_02844,user_004612,Shoes,Loafers,Olive,M,Cotton,Fashionry,69.54,292,4.5,313,2025-01-23
prod_02845,user_004282,Outerwear,Bomber Jacket,Red,XS,Wool,TrendPeak,135.73,496,2.8,705,2025-03-25
prod_02846,user_005076,Top,Oversized Shirt,Navy,L,Wool,StyleBox,190.14,287,4.7,81,2024-12-11
prod_02847,user_007676,Bottom,Jogger Pants,Black,S,Cotton,Fashionry,25.79,220,3.2,791,2024-10-24
prod_02848,user_004886,Outerwear,Blazer,Blue,M,Polyester,ModaCore,29.67,484,4.4,783,2024-12-19
prod_02849,user_009012,Top,Blouse,Black,XS,Denim,Fashionry,179.53,315,3.7,525,2025-03-11
prod_02850,user_001725,Top,Blouse,Red,XS,Polyester,ModaCore,38.25,416,3.6,9,2024-04-20
prod_02851,user_008837,Outerwear,Trench Coat,Olive,L,Cotton,StyleBox,72,142,2.5,281,2025-01-08
prod_02852,user_005787,Outerwear,Bomber Jacket,Beige,XS,Denim,TrendPeak,83.08,27,4.8,985,2024-05-28
prod_02853,user_005369,Shoes,Loafers,Blue,S,Leather,ModaCore,135.65,384,2.6,602,2024-08-28
prod_01360,user_002327,Outerwear,Trench Coat,Beige,L,Polyester,StyleBox,95.11,35,3,585,2024-08-27
prod_00442,user_004316,Bottom,Jeans,Olive,XS,Denim,TrendPeak,67.76,240,4.5,275,2025-01-07
prod_02854,user_008893,Outerwear,Blazer,Red,S,Denim,Fashionry,95.55,270,4.3,633,2024-10-17
prod_02855,user_008565,Shoes,Heels,Red,S,Wool,ModaCore,119.97,194,3,57,2025-02-23
prod_02856,user_004580,Shoes,Boots,Beige,S,Polyester,Unistyle,149.99,157,3,146,2025-03-08
prod_01342,user_003820,Shoes,Loafers,Red,S,Polyester,Fashionry,40.24,485,4.1,312,2025-03-08
prod_02857,user_003283,Outerwear,Bomber Jacket,Olive,S,Cotton,StyleBox,145.73,466,4.7,408,2024-05-17
prod_02858,user_002898,Top,Oversized Shirt,Red,L,Cotton,ModaCore,75.88,164,2.7,367,2024-09-26
prod_02859,user_006539,Bottom,Chino Pants,Beige,XL,Denim,TrendPeak,38.07,180,3.7,705,2024-09-17
prod_02860,user_009206,Bottom,Chino Pants,Black,XL,Wool,Fashionry,93,126,2.6,419,2024-10-15
prod_02861,user_006186,Top,Basic T-Shirt,Olive,M,Polyester,ModaCore,66,479,3.6,343,2024-05-04
prod_02862,user_003880,Outerwear,Blazer,Red,XL,Wool,TrendPeak,83.94,218,4.6,956,2024-08-15
prod_02863,user_005022,Accessories,Necklace,Olive,M,Leather,TrendPeak,90.93,123,2.9,198,2025-02-27
prod_02864,user_009945,Bottom,Jogger Pants,Black,XL,Wool,TrendPeak,113.37,415,4.3,860,2024-08-10
prod_02865,user_004218,Shoes,Sneakers,White,XS,Polyester,Fashionry,109.77,289,4,359,2024-04-20
prod_02866,user_009089,Bottom,Chino Pants,Beige,S,Denim,TrendPeak,47.82,252,3.5,749,2025-03-08
prod_02867,user_001335,Outerwear,Blazer,Blue,L,Polyester,Fashionry,89.38,139,2.5,830,2024-10-13
prod_02868,user_005472,Top,Basic T-Shirt,Olive,XL,Polyester,TrendPeak,74.7,224,3.5,842,2025-03-21
prod_02869,user_005591,Accessories,Necklace,White,L,Cotton,StyleBox,60.06,63,4.9,409,2024-08-01
prod_02870,user_006817,Outerwear,Trench Coat,Beige,M,Cotton,Unistyle,123.84,426,3.3,766,2025-01-07
prod_02871,user_005680,Outerwear,Bomber Jacket,Black,M,Polyester,TrendPeak,98.8,217,4.3,942,2024-09-16
prod_00084,user_006600,Accessories,Necklace,Black,L,Wool,StyleBox,46.31,432,3.3,866,2024-05-27
prod_02872,user_009763,Accessories,Watch,White,XL,Wool,Fashionry,181.94,247,3.9,808,2024-07-13
prod_02873,user_008694,Bottom,Jogger Pants,Blue,M,Polyester,StyleBox,41.62,218,4.6,21,2024-10-30
prod_02874,user_002752,Outerwear,Blazer,Red,L,Denim,Unistyle,21.38,205,3.1,267,2025-03-25
prod_02875,user_000744,Accessories,Watch,White,XL,Leather,TrendPeak,148.47,354,3.4,603,2024-12-29
prod_02876,user_009888,Top,Basic T-Shirt,White,XL,Leather,Fashionry,64.76,179,3.4,962,2024-09-28
prod_02877,user_001335,Top,Crop Top,Blue,XS,Wool,Unistyle,90.87,105,3.7,353,2024-07-01
prod_02878,user_007544,Bottom,Skirt,Blue,S,Cotton,TrendPeak,75.89,71,4.9,287,2024-07-29
prod_02879,user_004763,Shoes,Loafers,Beige,S,Polyester,ModaCore,68.42,459,4.1,316,2024-11-10
prod_02880,user_009122,Top,Basic T-Shirt,Red,XS,Polyester,Unistyle,51.55,456,2.7,380,2024-08-09
prod_02881,user_000853,Outerwear,Trench Coat,Olive,XL,Cotton,TrendPeak,124.96,62,4.6,502,2024-04-07
prod_02882,user_000808,Outerwear,Bomber Jacket,Navy,M,Wool,StyleBox,181.83,143,4,759,2024-12-17
prod_02883,user_003295,Accessories,Watch,Olive,M,Wool,Unistyle,81.65,256,3.4,515,2024-12-15
prod_02884,user_007003,Accessories,Beanie,Navy,XL,Leather,Fashionry,167.99,409,4,986,2024-11-26
prod_02885,user_001304,Outerwear,Cardigan,White,M,Denim,ModaCore,63,73,2.8,995,2024-09-17
prod_02886,user_008014,Bottom,Jogger Pants,Olive,L,Cotton,StyleBox,47.7,428,3.8,569,2024-09-04
prod_02887,user_002250,Outerwear,Trench Coat,Black,XS,Denim,ModaCore,73.72,343,4.7,872,2024-09-21
prod_02720,user_008361,Outerwear,Blazer,Black,S,Polyester,TrendPeak,166.52,135,4,492,2024-12-03
prod_02888,user_007823,Shoes,Heels,Olive,M,Leather,TrendPeak,152.46,214,4.2,717,2024-06-18
prod_02889,user_009538,Bottom,Chino Pants,Red,XL,Wool,StyleBox,166.39,85,3.5,573,2025-03-06
prod_02890,user_006127,Outerwear,Blazer,White,L,Wool,TrendPeak,187.1,161,3.9,350,2024-11-27
prod_02891,user_005173,Bottom,Jogger Pants,Blue,XS,Polyester,Fashionry,100.64,30,4.3,182,2024-12-07
prod_02892,user_000495,Bottom,Jeans,Olive,XL,Denim,TrendPeak,27.26,226,3,825,2025-03-23
prod_02893,user_008837,Outerwear,Trench Coat,Olive,XL,Polyester,ModaCore,185.27,206,2.5,331,2024-11-07
prod_02894,user_007126,Outerwear,Cardigan,Beige,S,Polyester,StyleBox,93.61,393,3.9,394,2024-05-15
prod_02895,user_007153,Outerwear,Trench Coat,Navy,M,Wool,Fashionry,84.46,278,4.8,987,2024-04-13
prod_02896,user_001138,Shoes,Boots,Blue,XL,Polyester,ModaCore,174.88,412,3.6,731,2025-01-13
prod_02897,user_001135,Accessories,Necklace,Navy,XL,Leather,ModaCore,162.65,304,4.9,581,2024-05-15
prod_02898,user_005676,Accessories,Necklace,Olive,L,Leather,Unistyle,30.16,371,3.9,763,2024-12-26
prod_02899,user_001925,Outerwear,Blazer,Red,XL,Leather,Fashionry,21.45,329,2.9,56,2024-05-26
prod_02900,user_005679,Accessories,Beanie,Beige,XL,Wool,Fashionry,164.41,83,2.5,371,2024-05-27
prod_02901,user_006160,Outerwear,Trench Coat,Black,L,Denim,StyleBox,27.32,68,2.7,392,2024-05-21
prod_02902,user_003400,Outerwear,Blazer,Black,XL,Leather,Fashionry,101.1,269,4.5,102,2024-10-02
prod_02903,user_002940,Outerwear,Cardigan,Beige,L,Wool,StyleBox,41.15,196,3.8,990,2024-12-01
prod_02904,user_009256,Top,Basic T-Shirt,Blue,M,Leather,StyleBox,190.81,379,3.3,654,2024-12-12
prod_02905,user_003032,Accessories,Necklace,Black,XL,Cotton,ModaCore,31.81,112,3.4,312,2024-10-21
prod_02906,user_005097,Shoes,Boots,Black,XL,Denim,Fashionry,165.74,300,2.5,25,2025-02-18
prod_02907,user_000996,Top,Oversized Shirt,Olive,L,Denim,TrendPeak,136.69,223,5,844,2024-11-19
prod_02908,user_000337,Top,Oversized Shirt,Navy,M,Wool,Unistyle,120.38,363,4.7,859,2024-07-29
prod_02909,user_007457,Outerwear,Cardigan,Red,M,Denim,StyleBox,35.7,245,3,30,2024-09-30
prod_02910,user_007725,Bottom,Jeans,Navy,S,Denim,Unistyle,96.98,238,2.7,892,2024-05-27
prod_02911,user_005034,Top,Basic T-Shirt,Navy,M,Cotton,Unistyle,33,127,3.1,150,2024-04-07
prod_02912,user_005085,Shoes,Sneakers,Blue,M,Cotton,Unistyle,154.93,360,4.7,3,2024-11-26
prod_02913,user_007385,Top,Crop Top,Olive,XS,Denim,Unistyle,180.66,87,3.4,80,2024-04-09
prod_02914,user_008890,Bottom,Chino Pants,Black,S,Wool,TrendPeak,194.61,459,3.8,354,2024-10-19
prod_02915,user_004871,Outerwear,Trench Coat,Black,M,Cotton,TrendPeak,104.28,90,2.7,82,2025-03-30
prod_02916,user_007753,Shoes,Boots,Beige,S,Wool,ModaCore,161.08,497,4.8,665,2025-01-21
prod_02917,user_005001,Shoes,Heels,Red,L,Denim,Unistyle,188.22,70,4.7,659,2025-03-13
prod_02918,user_000034,Outerwear,Trench Coat,White,S,Cotton,StyleBox,28.57,379,5,907,2024-08-18
prod_02919,user_000558,Outerwear,Blazer,Blue,S,Polyester,Fashionry,199.84,58,3.6,105,2024-11-26
prod_02920,user_008343,Accessories,Watch,Black,XL,Cotton,TrendPeak,61.04,382,4.7,13,2024-05-02
prod_02921,user_009441,Shoes,Loafers,Blue,M,Leather,StyleBox,174.22,224,3.5,50,2025-02-01
prod_02922,user_009721,Accessories,Necklace,Blue,XS,Leather,ModaCore,149.88,60,2.5,482,2024-09-29
prod_02923,user_005040,Top,Crop Top,Navy,XL,Denim,StyleBox,116.05,340,3.5,362,2024-12-06
prod_02432,user_000732,Outerwear,Trench Coat,Navy,XS,Denim,Fashionry,80.17,68,4.6,827,2025-03-07
prod_02924,user_003811,Outerwear,Blazer,Olive,L,Wool,Fashionry,149.01,221,3.1,993,2024-05-28
prod_02925,user_004818,Outerwear,Blazer,Black,XL,Leather,TrendPeak,167.31,438,4.2,137,2024-09-12
prod_02926,user_000413,Shoes,Heels,White,XS,Denim,Fashionry,117.29,364,4.1,66,2024-04-16
prod_02927,user_005104,Shoes,Loafers,Black,XL,Cotton,ModaCore,43.44,390,4.5,520,2025-01-05
prod_02928,user_004989,Bottom,Jogger Pants,Olive,M,Cotton,ModaCore,82.68,257,2.9,578,2025-03-29
prod_02929,user_006313,Outerwear,Bomber Jacket,Red,XL,Leather,ModaCore,46.82,419,4.3,225,2024-11-12
prod_02930,user_000651,Top,Oversized Shirt,Black,XS,Leather,TrendPeak,171.92,428,3.3,384,2025-01-30
prod_00511,user_003720,Shoes,Sneakers,Blue,L,Denim,Fashionry,148.73,116,2.8,241,2024-09-05
prod_02931,user_007438,Accessories,Beanie,White,L,Polyester,Fashionry,197.69,175,3.7,401,2025-02-10
prod_02932,user_006566,Outerwear,Cardigan,Red,XL,Polyester,ModaCore,49.6,349,4,272,2024-09-19
prod_01756,user_008225,Accessories,Necklace,Olive,S,Leather,TrendPeak,49.38,211,4.9,650,2025-01-20
prod_02933,user_004147,Accessories,Necklace,Red,L,Cotton,Unistyle,84.05,254,3.4,187,2024-11-24
prod_02934,user_008119,Top,Crop Top,Navy,M,Polyester,StyleBox,74.02,484,2.7,817,2024-11-06
prod_02935,user_000014,Outerwear,Trench Coat,Navy,XS,Denim,TrendPeak,23.54,72,2.8,840,2024-10-10
prod_02936,user_008687,Top,Blouse,Beige,XL,Cotton,Fashionry,122.82,417,2.6,676,2024-06-29
prod_02937,user_006673,Top,Basic T-Shirt,Red,XS,Polyester,Fashionry,75.18,125,4.9,892,2024-09-01
prod_02938,user_004146,Outerwear,Cardigan,Navy,XL,Cotton,Unistyle,186.23,347,3.5,824,2025-03-25
prod_02939,user_007827,Outerwear,Blazer,Red,XL,Polyester,StyleBox,135.29,413,3.7,881,2024-04-11
prod_02940,user_009762,Bottom,Chino Pants,Black,M,Leather,Unistyle,86.72,144,3.3,846,2024-04-06
prod_02941,user_003860,Accessories,Backpack,Olive,M,Denim,Fashionry,186.66,332,3.9,684,2025-03-30
prod_02595,user_002170,Shoes,Sneakers,White,XS,Wool,Unistyle,133.16,478,3.3,513,2025-01-13
prod_02942,user_004750,Shoes,Heels,Red,S,Leather,ModaCore,155.4,56,3.4,470,2025-01-28
prod_02943,user_003602,Top,Blouse,White,S,Polyester,Unistyle,134.76,48,4.4,86,2025-03-23
prod_02944,user_004475,Shoes,Heels,Black,XL,Wool,Unistyle,46.68,207,3.9,313,2024-10-21
prod_02945,user_001859,Outerwear,Blazer,Olive,M,Cotton,StyleBox,174.94,488,4.6,809,2024-10-18
prod_02946,user_007660,Bottom,Skirt,Beige,XL,Leather,Unistyle,127.33,71,3.6,681,2024-05-06
prod_02947,user_001287,Accessories,Watch,Olive,XS,Denim,StyleBox,33.96,220,3.6,306,2024-10-14
prod_02948,user_001097,Top,Blouse,Beige,XL,Polyester,Fashionry,102.67,415,4.2,953,2024-12-13
prod_00359,user_008632,Bottom,Chino Pants,Black,M,Polyester,ModaCore,117.95,223,3.8,997,2025-01-21
prod_02949,user_001164,Top,Basic T-Shirt,Blue,M,Cotton,ModaCore,139.69,110,3.9,273,2024-10-01
prod_02950,user_000424,Bottom,Jeans,Navy,XS,Cotton,Unistyle,166.9,203,2.5,971,2024-06-19
prod_00088,user_006041,Bottom,Skirt,Beige,L,Cotton,TrendPeak,127.38,55,4.5,679,2024-10-25
prod_02951,user_007988,Accessories,Watch,Olive,L,Wool,Fashionry,129.19,97,2.8,614,2024-07-13
prod_02952,user_006375,Shoes,Heels,Navy,XL,Cotton,Fashionry,154.52,419,3.5,320,2025-01-01
prod_02953,user_000204,Bottom,Jogger Pants,Navy,XL,Leather,Fashionry,174.67,46,3.8,234,2024-05-11
prod_02954,user_009262,Shoes,Heels,Red,XL,Leather,Fashionry,177.89,144,2.9,299,2024-04-11
prod_02955,user_004433,Outerwear,Cardigan,Blue,L,Leather,TrendPeak,74.65,196,3,28,2024-08-03
prod_02956,user_006899,Top,Crop Top,White,M,Wool,TrendPeak,36.71,399,4.8,526,2024-05-04
prod_02957,user_002881,Top,Oversized Shirt,Red,M,Polyester,TrendPeak,52.63,179,3.3,238,2024-05-03
prod_02248,user_004050,Bottom,Jogger Pants,Beige,L,Leather,StyleBox,196.89,307,4.6,56,2024-04-29
prod_02958,user_002226,Accessories,Beanie,White,S,Denim,ModaCore,24.24,4,4.6,451,2024-10-12
prod_02959,user_002250,Shoes,Heels,Blue,L,Cotton,TrendPeak,68.8,55,2.6,187,2025-02-15
prod_02960,user_004972,Accessories,Beanie,White,L,Leather,Fashionry,84.01,139,4,289,2025-02-06
prod_02961,user_003261,Accessories,Watch,Olive,L,Denim,TrendPeak,47.85,2,3.6,532,2024-10-22
prod_02962,user_004916,Top,Oversized Shirt,Red,S,Wool,TrendPeak,39.33,383,3.3,713,2024-03-31
prod_02963,user_002712,Shoes,Boots,Olive,L,Leather,ModaCore,63.65,279,4,327,2024-08-30
prod_02964,user_008041,Bottom,Chino Pants,Navy,XS,Polyester,StyleBox,199.9,120,2.8,627,2024-10-22
prod_02965,user_001964,Shoes,Boots,Beige,M,Denim,Fashionry,116.11,324,3.1,6,2024-08-09
prod_02966,user_004510,Outerwear,Bomber Jacket,Black,XS,Polyester,ModaCore,74.68,50,2.9,348,2024-08-02
prod_02967,user_007600,Top,Crop Top,Black,M,Denim,Unistyle,181.15,194,4,768,2024-12-22
prod_02202,user_009283,Bottom,Jogger Pants,Olive,L,Wool,ModaCore,168.56,170,4.1,650,2025-01-09
prod_01505,user_000532,Shoes,Sneakers,Olive,XL,Wool,StyleBox,149.16,331,4.7,597,2024-07-21
prod_02968,user_007024,Accessories,Backpack,Red,M,Cotton,Unistyle,104.32,137,5,945,2024-10-09
prod_02969,user_001696,Outerwear,Trench Coat,Navy,M,Wool,ModaCore,79.13,378,3.5,480,2025-03-16
prod_02970,user_004054,Accessories,Beanie,Olive,S,Leather,Fashionry,185.89,38,4.8,46,2024-04-19
prod_02971,user_004450,Bottom,Skirt,Olive,L,Wool,ModaCore,134.29,204,4.6,734,2025-02-13
prod_02972,user_004978,Accessories,Watch,Navy,M,Polyester,ModaCore,124.67,85,4.3,446,2024-07-04
prod_02973,user_000836,Shoes,Sneakers,Red,L,Leather,Fashionry,188.59,164,4.6,578,2024-08-24
prod_00287,user_007003,Bottom,Skirt,Blue,XS,Cotton,StyleBox,177.94,423,3.1,680,2024-10-30
prod_02974,user_007472,Accessories,Watch,Navy,XS,Wool,ModaCore,26.7,70,4.7,136,2024-10-08
prod_02975,user_000521,Shoes,Sneakers,Beige,M,Denim,Fashionry,55.84,386,4.3,803,2024-08-16
prod_02976,user_004504,Shoes,Sneakers,Red,L,Leather,StyleBox,23.31,290,4.2,737,2025-01-10
prod_02977,user_006006,Bottom,Skirt,Navy,M,Denim,StyleBox,27.38,277,4.7,262,2024-08-04
prod_02978,user_004615,Shoes,Boots,White,M,Wool,StyleBox,109.42,116,3.8,355,2024-12-28
prod_02979,user_005014,Outerwear,Cardigan,White,M,Polyester,TrendPeak,148.12,296,3.9,918,2024-08-26
prod_02980,user_007230,Outerwear,Cardigan,White,L,Wool,TrendPeak,121.64,285,3.1,730,2024-09-05
prod_00280,user_001246,Bottom,Jeans,White,M,Leather,StyleBox,77.79,154,4.8,806,2024-07-04
prod_02981,user_007087,Top,Crop Top,Navy,S,Leather,ModaCore,120.1,254,4.7,294,2024-09-17
prod_02982,user_003508,Accessories,Watch,Navy,L,Leather,ModaCore,149.78,228,4.9,156,2025-02-22
prod_02983,user_003120,Bottom,Chino Pants,Red,S,Wool,Fashionry,134.69,229,3.8,927,2024-10-25
prod_02984,user_009050,Top,Blouse,White,S,Wool,Fashionry,69.6,252,2.8,227,2024-04-16
prod_02985,user_003709,Outerwear,Blazer,Black,M,Cotton,Unistyle,172.75,165,3,401,2024-07-15
prod_02986,user_006912,Shoes,Boots,Red,XL,Denim,Fashionry,22.38,271,4.7,702,2024-08-03
prod_02987,user_008694,Top,Oversized Shirt,Olive,L,Polyester,TrendPeak,107.51,303,3.9,827,2025-03-17
prod_02988,user_008020,Outerwear,Trench Coat,Navy,S,Polyester,Unistyle,30.25,346,2.6,334,2024-06-21
prod_01401,user_001536,Outerwear,Blazer,Black,M,Leather,Unistyle,106.08,165,4.7,937,2024-12-28
prod_02989,user_007652,Outerwear,Trench Coat,Blue,S,Leather,Fashionry,150.81,234,3.9,801,2024-09-01
prod_02990,user_001120,Bottom,Chino Pants,Black,S,Cotton,Unistyle,171.39,17,3.6,991,2024-06-22
prod_02991,user_002229,Accessories,Necklace,Navy,M,Leather,StyleBox,103.17,326,4.7,543,2025-03-22
prod_02992,user_008842,Accessories,Necklace,White,M,Polyester,Fashionry,70.57,31,4.9,104,2024-09-24
prod_01337,user_002547,Top,Basic T-Shirt,Blue,L,Wool,StyleBox,103.03,30,4.1,82,2024-05-24
prod_02993,user_005098,Bottom,Jogger Pants,Olive,L,Denim,TrendPeak,54.88,427,3.3,435,2024-09-10
prod_02994,user_003470,Outerwear,Trench Coat,Navy,XS,Denim,StyleBox,110.46,0,4.3,357,2024-05-28
prod_02995,user_003601,Top,Blouse,White,XL,Cotton,TrendPeak,125.43,89,3.8,676,2024-05-06
prod_00380,user_001427,Shoes,Heels,Beige,L,Denim,Fashionry,78.09,317,3.4,477,2025-02-02
prod_01321,user_007563,Shoes,Sneakers,Beige,L,Polyester,TrendPeak,48.01,317,2.8,572,2024-11-07
prod_02996,user_004670,Bottom,Chino Pants,Beige,M,Polyester,Unistyle,36.17,401,4.4,266,2024-11-18
prod_02997,user_002465,Accessories,Necklace,White,M,Cotton,Unistyle,199.35,217,3.8,317,2024-09-23
prod_02998,user_004838,Outerwear,Blazer,Beige,XS,Polyester,StyleBox,142.46,41,2.7,842,2024-09-16
prod_02999,user_001428,Outerwear,Trench Coat,Beige,XL,Denim,Unistyle,160.94,24,2.8,646,2024-12-12
prod_03000,user_007663,Accessories,Watch,Olive,M,Cotton,StyleBox,77.47,411,4.8,667,2024-08-07
prod_03001,user_003016,Outerwear,Bomber Jacket,Olive,M,Leather,StyleBox,23.15,485,4.4,687,2024-06-10
prod_03002,user_001817,Bottom,Jogger Pants,Blue,S,Denim,Fashionry,129.52,448,3.9,69,2024-10-11
