user_id,days_since_last_activity,engagement_score,returned_in_30d,renewed_subscription,low_activity_flag,churn_reason,churn_date
user_001118,14,79.13,False,False,True,,
user_001119,16,44.3,False,False,False,Technical issues,2025-02-19
user_001120,81,33.83,False,True,True,Too expensive,2025-02-11
user_001121,-38,53.8,False,False,False,Low usage,2025-03-15
user_001122,61,38.74,False,True,True,,
user_001123,58,2.68,False,False,False,,
user_001124,-25,35.0,False,True,False,Technical issues,2025-03-25
user_001125,4,99.74,False,False,False,Technical issues,2025-03-07
user_001126,49,20.45,False,True,False,Too expensive,2025-02-03
user_001127,36,20.48,False,True,True,Too expensive,2025-02-08
user_001128,-40,42.14,False,True,True,Low usage,2025-02-09
user_001129,44,15.66,False,False,False,Low usage,2025-03-05
user_001130,-16,72.11,False,True,False,,
user_001131,71,83.41,False,True,False,Too expensive,2025-02-12
user_001132,-25,99.27,False,False,True,Low usage,2025-03-23
user_001133,37,71.24,False,False,False,Too expensive,2025-03-05
user_001134,83,5.11,False,True,True,,
user_001135,-3,20.77,False,True,True,Low usage,2025-02-25
user_001136,-17,95.21,False,False,False,Low usage,2025-03-15
user_001137,84,37.2,False,True,False,,
user_001138,11,4.94,False,True,True,Too expensive,2025-03-28
user_001139,56,0.84,False,True,False,Low usage,2025-02-10
user_001140,54,95.06,False,False,False,Too expensive,2025-02-20
user_001141,76,94.77,False,False,True,Found better service,2025-03-29
user_001142,7,73.24,False,True,True,Low usage,2025-03-09
user_001143,-15,6.34,False,False,False,Technical issues,2025-02-19
user_001144,59,11.38,False,False,True,Too expensive,2025-03-08
user_001145,27,73.52,False,True,False,Too expensive,2025-03-07
user_001146,42,66.38,False,True,True,Low usage,2025-02-11
user_001147,69,98.93,False,True,True,Low usage,2025-03-23
user_001148,-1,30.8,False,True,True,,
user_001149,4,0.37,True,False,False,Found better service,2025-03-18
user_001150,30,55.78,False,False,True,Technical issues,2025-03-24
user_001151,2,52.28,False,True,False,Found better service,2025-03-04
user_001152,68,22.81,False,True,True,,
user_001153,71,9.66,False,True,True,Too expensive,2025-02-12
user_001154,55,48.77,False,True,False,Technical issues,2025-03-29
user_001155,73,69.53,False,True,True,Technical issues,2025-03-18
user_001156,20,42.59,False,True,True,Found better service,2025-03-31
user_001157,43,28.77,False,False,True,,
user_001158,26,76.53,False,True,False,,
user_001159,16,47.06,False,False,True,Low usage,2025-03-13
user_001160,-1,77.89,False,False,True,Technical issues,2025-03-24
user_001161,-14,42.66,False,True,True,Found better service,2025-02-03
user_001162,72,25.12,False,True,False,Found better service,2025-03-12
user_001163,2,85.77,False,False,False,Low usage,2025-02-10
user_001164,79,79.61,False,True,False,Too expensive,2025-02-24
user_001165,86,72.42,False,True,False,Too expensive,2025-03-08
user_001166,46,69.5,False,False,False,,
user_001167,-13,43.06,False,False,True,Too expensive,2025-02-26
user_001168,13,93.77,False,True,True,Technical issues,2025-03-02
user_001169,60,52.02,False,False,True,,
user_001170,73,41.39,False,True,True,Technical issues,2025-03-08
user_001171,0,87.45,False,False,False,Too expensive,2025-02-22
user_001172,-22,67.65,False,False,True,Found better service,2025-03-31
user_001173,109,91.58,False,True,False,Technical issues,2025-02-02
user_001174,92,20.18,False,False,False,Low usage,2025-03-01
user_001175,62,45.61,False,True,True,Too expensive,2025-03-06
user_001176,-35,70.02,False,False,False,Found better service,2025-03-29
user_001177,33,72.06,False,False,False,Too expensive,2025-03-22
user_001178,-1,86.07,False,False,False,Found better service,2025-03-15
user_001179,-31,97.68,False,False,False,,
user_001180,70,78.18,False,False,True,,
user_001181,96,47.48,False,False,True,Too expensive,2025-02-01
user_001182,27,74.21,False,False,True,Found better service,2025-02-19
user_001183,18,67.11,False,True,True,,
user_001184,76,11.83,False,True,False,Low usage,2025-02-01
user_001185,-15,23.1,False,False,True,Found better service,2025-03-14
user_001186,82,90.99,False,True,True,,
user_001187,13,8.4,False,False,True,Low usage,2025-02-13
user_001188,50,55.92,False,False,False,Too expensive,2025-02-19
user_001189,90,85.32,False,True,True,Too expensive,2025-02-19
user_001190,29,25.59,False,False,True,Found better service,2025-03-23
user_001191,19,21.35,False,True,False,Too expensive,2025-03-15
user_001192,0,48.69,False,True,True,Too expensive,2025-02-25
user_001193,76,87.64,False,False,True,Found better service,2025-02-19
user_001194,15,42.14,False,False,False,,
user_001195,-26,69.26,False,True,True,Too expensive,2025-03-22
user_001196,28,81.13,False,False,False,Technical issues,2025-02-20
user_001197,20,54.7,False,False,True,Low usage,2025-03-11
user_001198,-50,57.81,False,True,False,,
user_001199,6,38.57,False,True,False,,
user_001200,-56,96.08,False,True,True,,
user_001201,32,84.6,False,False,False,Too expensive,2025-02-12
user_001202,35,23.96,False,True,True,Too expensive,2025-02-06
user_001203,-22,11.63,False,True,False,,
user_001204,30,74.0,False,True,False,Too expensive,2025-02-13
user_001205,42,57.78,False,False,True,,
user_001206,8,99.85,False,False,False,Found better service,2025-03-21
user_001207,65,97.52,False,False,True,,
user_001208,22,11.53,False,False,False,Technical issues,2025-02-10
user_001209,99,24.17,False,True,True,Found better service,2025-03-27
user_001210,17,44.76,False,False,True,Found better service,2025-02-23
user_001211,-9,33.8,False,False,True,Too expensive,2025-02-08
user_001212,47,51.57,False,False,False,Technical issues,2025-02-01
user_001213,91,80.96,False,True,True,Low usage,2025-03-24
user_001214,43,31.79,False,True,True,Too expensive,2025-02-01
user_001215,102,98.97,False,False,False,,
user_001216,86,12.72,False,False,False,Technical issues,2025-03-03
user_001217,-27,31.95,False,False,False,Technical issues,2025-03-30
user_001218,31,42.0,False,True,True,Technical issues,2025-02-08
user_001219,-13,33.61,False,True,False,Found better service,2025-03-10
user_001220,8,60.63,False,False,True,Found better service,2025-02-05
user_001221,36,2.33,False,False,False,,
user_001222,25,94.47,False,True,False,Technical issues,2025-03-09
user_001223,75,94.41,False,False,True,Technical issues,2025-02-16
user_001224,5,83.4,False,False,False,Too expensive,2025-03-27
user_001225,81,77.7,False,True,False,Too expensive,2025-03-21
user_001226,97,89.68,False,True,True,Too expensive,2025-02-28
user_001227,24,89.77,False,True,True,Low usage,2025-03-09
user_001228,44,9.52,False,True,True,Found better service,2025-03-29
user_001229,39,53.57,False,True,True,Too expensive,2025-03-17
user_001230,47,43.97,False,False,True,Too expensive,2025-02-06
user_001231,-31,19.31,False,True,False,Too expensive,2025-03-06
user_001232,-35,51.46,False,False,False,Low usage,2025-03-10
user_001233,-4,60.9,False,True,False,,
user_001234,-21,2.31,False,False,True,Found better service,2025-03-07
user_001235,15,92.86,False,True,True,Low usage,2025-03-09
user_001236,32,65.57,False,True,True,Technical issues,2025-03-22
user_001237,-9,62.35,False,True,True,Found better service,2025-02-11
user_001238,-35,24.59,False,False,True,Too expensive,2025-02-18
user_001239,-20,22.78,False,True,False,Too expensive,2025-03-18
user_001240,65,78.32,False,False,False,Low usage,2025-02-08
user_001241,54,76.1,False,True,True,Low usage,2025-03-14
user_001242,60,46.84,False,True,True,Too expensive,2025-03-17
user_001243,63,93.36,False,False,False,Found better service,2025-03-14
user_001244,52,2.9,False,False,True,Low usage,2025-02-03
user_001245,-16,47.59,False,True,False,,
user_001246,50,68.75,False,False,False,Found better service,2025-02-24
user_001247,45,53.36,False,False,True,,
user_001248,30,67.87,False,False,True,Low usage,2025-03-27
user_001249,-10,84.27,False,True,True,Found better service,2025-03-27
user_001250,82,94.83,False,False,False,Too expensive,2025-02-20
user_001251,-5,7.75,False,True,False,,
user_001252,62,29.79,False,False,False,Found better service,2025-02-14
user_001253,33,16.68,False,True,False,Found better service,2025-03-25
user_001254,24,5.98,False,False,True,Low usage,2025-03-02
user_001255,80,70.52,False,True,False,,
user_001256,23,25.36,False,True,True,Found better service,2025-03-09
user_001257,21,20.24,False,True,False,Technical issues,2025-02-16
user_001258,4,90.39,False,True,False,Too expensive,2025-03-27
user_001259,-5,58.41,False,True,False,Found better service,2025-03-23
user_001260,3,52.2,False,False,False,Too expensive,2025-03-26
user_001261,39,46.18,False,True,False,,
user_001262,17,22.07,False,True,False,,
user_001263,9,97.86,False,False,False,Too expensive,2025-02-05
user_001264,-14,42.26,False,True,True,Low usage,2025-03-28
user_001265,36,87.96,False,True,False,,
user_001266,90,64.39,False,False,False,Technical issues,2025-03-12
user_001267,78,65.69,False,False,True,Technical issues,2025-02-27
user_001268,0,77.77,False,True,False,Found better service,2025-03-23
user_001269,13,34.97,False,False,False,,
user_001270,31,81.57,False,True,True,Low usage,2025-01-31
user_001271,33,0.24,False,True,True,Found better service,2025-03-21
user_001272,51,32.19,False,False,False,Low usage,2025-03-12
user_001273,63,36.1,False,False,False,,
user_001274,33,92.9,False,False,False,Low usage,2025-02-18
user_001275,61,67.65,False,False,False,Too expensive,2025-03-24
user_001276,51,9.95,False,True,False,Too expensive,2025-02-04
user_001277,2,26.29,False,False,True,Technical issues,2025-03-12
user_001278,103,63.56,False,True,True,Too expensive,2025-02-02
user_001279,82,47.74,False,False,True,Low usage,2025-03-05
user_001280,26,8.63,False,False,True,Low usage,2025-02-11
user_001281,38,65.8,False,False,False,,
user_001282,36,3.72,False,True,True,,
user_001283,48,14.3,False,True,False,Too expensive,2025-03-11
user_001284,-15,55.92,False,False,False,Technical issues,2025-03-18
user_001285,-9,12.98,False,True,False,,
user_001286,60,38.18,False,True,False,,
user_001287,26,14.66,False,False,False,Too expensive,2025-02-26
user_001288,47,86.73,False,True,False,,
user_001289,67,78.62,False,False,True,,
user_001290,-24,47.24,False,False,True,,
user_001291,53,46.33,False,True,True,Too expensive,2025-03-15
user_001292,61,72.99,False,False,False,Found better service,2025-03-21
user_001293,8,60.74,False,True,False,Too expensive,2025-03-06
user_001294,97,86.71,False,True,True,Found better service,2025-02-15
user_001295,-17,5.91,False,True,False,Too expensive,2025-02-14
user_001296,-25,61.12,False,False,False,Too expensive,2025-01-31
user_001297,66,32.21,False,False,True,Technical issues,2025-02-19
user_001298,37,34.07,True,False,True,Too expensive,2025-03-10
user_001299,-9,31.8,False,True,True,Too expensive,2025-02-18
user_001300,47,62.9,False,False,True,,
user_001301,55,67.71,False,False,True,Too expensive,2025-01-31
user_001302,66,11.68,False,True,True,Technical issues,2025-02-10
user_001303,11,14.49,False,True,True,Technical issues,2025-03-01
user_001304,68,67.33,False,False,False,Too expensive,2025-03-11
user_001305,6,92.86,False,True,True,Technical issues,2025-02-08
user_001306,4,37.23,False,False,False,Low usage,2025-02-19
user_001307,84,68.79,False,False,True,,
user_001308,66,44.4,False,True,True,,
user_001309,0,24.0,False,False,True,,
user_001310,92,59.37,False,True,True,Technical issues,2025-03-31
user_001311,0,39.87,False,False,False,Too expensive,2025-03-10
user_001312,-21,47.14,False,False,False,Low usage,2025-03-19
user_001313,30,92.05,False,True,True,Low usage,2025-03-05
user_001314,0,69.28,False,True,True,Found better service,2025-03-31
user_001315,-3,85.49,False,True,False,,
user_001316,43,72.56,False,False,True,Found better service,2025-03-10
user_001317,30,38.85,False,True,True,Low usage,2025-03-22
user_001318,69,66.98,False,False,True,Too expensive,2025-02-20
user_001319,34,44.44,False,False,True,Low usage,2025-03-19
user_001320,-1,65.72,False,False,False,Found better service,2025-03-08
user_001321,86,57.6,False,False,True,Low usage,2025-02-27
user_001322,1,59.14,False,False,False,Technical issues,2025-03-03
user_001323,71,25.94,False,True,True,,
user_001324,30,72.18,False,True,False,Technical issues,2025-03-29
user_001325,56,38.31,False,True,False,Too expensive,2025-02-28
user_001326,-43,2.14,False,True,True,Too expensive,2025-02-16
user_001327,40,14.84,False,True,True,Low usage,2025-03-30
user_001328,-28,66.08,False,True,False,Too expensive,2025-02-12
user_001329,34,35.24,False,True,False,Low usage,2025-02-09
user_001330,49,67.96,False,False,True,Low usage,2025-03-15
user_001331,87,23.66,False,False,False,,
user_001332,17,29.82,False,True,False,Technical issues,2025-03-25
user_001333,45,38.42,False,True,False,Low usage,2025-02-22
user_001334,73,80.7,False,False,True,,
user_001335,-50,33.62,False,True,False,Low usage,2025-02-18
user_001336,-42,15.97,False,False,True,Low usage,2025-03-17
user_001337,23,73.8,False,False,True,Too expensive,2025-03-14
user_001338,-9,77.0,False,False,True,,
user_001339,16,29.4,False,False,False,Low usage,2025-02-28
user_001340,25,30.64,False,False,True,Too expensive,2025-03-28
user_001341,24,87.91,False,False,True,Technical issues,2025-03-11
user_001342,93,28.76,False,False,True,Technical issues,2025-02-23
user_001343,24,80.47,False,False,True,Technical issues,2025-03-08
user_001344,2,28.29,False,True,False,Too expensive,2025-02-19
user_001345,72,73.8,False,True,False,,
user_001346,30,33.75,False,False,False,Technical issues,2025-03-20
user_001347,15,96.09,False,False,True,,
user_001348,8,38.73,False,True,False,Low usage,2025-02-04
user_001349,40,84.56,False,False,False,,
user_001350,0,47.14,False,True,False,Too expensive,2025-02-11
user_001351,41,71.48,False,True,False,,
user_001352,46,70.38,False,True,True,Found better service,2025-03-03
user_001353,32,68.22,False,False,True,Low usage,2025-02-12
user_001354,30,75.57,False,False,False,Too expensive,2025-02-09
user_001355,60,43.31,False,True,True,Found better service,2025-03-31
user_001356,89,21.21,False,False,True,Found better service,2025-03-29
user_001357,24,51.59,False,True,False,,
user_001358,3,39.57,False,False,True,Technical issues,2025-03-30
user_001359,92,30.48,False,False,False,Too expensive,2025-02-19
user_001360,85,58.53,False,False,False,Low usage,2025-02-18
user_001361,-39,84.91,True,True,False,Low usage,2025-03-02
user_001362,98,82.94,False,False,False,,
user_001363,4,87.85,False,True,False,Too expensive,2025-03-16
user_001364,90,71.2,False,True,True,Low usage,2025-03-18
user_001365,118,40.41,False,False,True,Found better service,2025-03-27
user_001366,42,77.31,False,False,False,Too expensive,2025-02-12
user_001367,46,33.05,False,True,True,Low usage,2025-02-12
user_001368,-31,39.37,False,True,False,Technical issues,2025-03-04
user_001369,32,0.0,False,True,False,Too expensive,2025-03-16
user_001370,-8,38.36,False,False,False,Too expensive,2025-02-08
user_001371,47,56.44,False,False,False,Too expensive,2025-02-18
user_001372,18,95.28,False,True,True,Low usage,2025-03-11
user_001373,97,70.09,False,False,True,Too expensive,2025-02-08
user_001374,9,92.47,False,False,True,Low usage,2025-03-23
user_001375,62,65.39,False,True,False,Too expensive,2025-03-22
user_001376,51,2.74,False,False,True,Technical issues,2025-02-22
user_001377,27,69.63,False,True,True,Found better service,2025-03-08
user_001378,16,34.95,False,True,False,Low usage,2025-03-05
user_001379,54,79.79,False,True,False,Found better service,2025-03-12
user_001380,-23,75.65,False,True,False,Found better service,2025-02-22
user_001381,51,40.73,False,False,False,Low usage,2025-03-30
user_001382,-1,23.84,False,False,False,Too expensive,2025-03-14
user_001383,-11,34.61,False,True,True,Technical issues,2025-02-21
user_001384,25,43.7,False,True,False,Low usage,2025-03-02
user_001385,9,51.37,False,False,True,Low usage,2025-03-06
user_001386,-7,26.47,False,True,False,Technical issues,2025-03-04
user_001387,71,17.3,False,True,False,,
user_001388,24,67.86,False,False,True,Technical issues,2025-03-29
user_001389,106,27.18,False,False,False,Found better service,2025-03-16
user_001390,83,56.6,False,False,True,Too expensive,2025-02-24
user_001391,72,95.59,False,False,False,Found better service,2025-03-24
user_001392,17,2.2,False,True,True,Too expensive,2025-03-30
user_001393,78,36.33,False,False,True,,
user_001394,55,59.85,False,False,False,Too expensive,2025-03-16
user_001395,54,92.38,False,False,False,Found better service,2025-02-09
user_001396,-30,34.45,True,False,False,Technical issues,2025-03-20
user_001397,113,33.25,False,True,True,Found better service,2025-02-07
user_001398,-30,56.44,False,False,False,Technical issues,2025-02-23
user_001399,112,79.61,False,False,False,Technical issues,2025-03-29
user_001400,33,63.11,False,False,True,Technical issues,2025-03-03
user_001401,68,68.23,False,True,False,Found better service,2025-03-09
user_001402,36,76.99,False,False,False,,
user_001403,14,80.3,False,False,False,Too expensive,2025-02-08
user_001404,6,91.33,False,True,True,Too expensive,2025-02-23
user_001405,-13,5.82,False,False,False,,
user_001406,19,76.62,False,False,True,Low usage,2025-02-01
user_001407,13,39.65,False,False,False,Found better service,2025-03-22
user_001408,19,78.81,False,True,True,Low usage,2025-02-18
user_001409,-26,0.23,False,False,True,,
user_001410,95,32.68,False,True,False,Found better service,2025-03-17
user_001411,40,38.13,False,False,True,Found better service,2025-02-03
user_001412,96,49.93,False,True,True,Found better service,2025-03-24
user_001413,39,78.18,False,False,True,Too expensive,2025-02-20
user_001414,-2,20.64,False,False,True,,
user_001415,22,55.62,False,True,False,Technical issues,2025-03-21
user_001416,25,80.71,False,True,False,Low usage,2025-02-06
user_001417,12,96.12,False,True,False,Technical issues,2025-03-02
user_001418,2,88.65,False,True,True,Technical issues,2025-02-17
user_001419,25,79.62,False,False,True,Found better service,2025-02-08
user_001420,20,24.0,False,True,True,Technical issues,2025-02-18
user_001421,34,31.58,False,False,False,Technical issues,2025-03-23
user_001422,-54,20.44,False,True,False,Technical issues,2025-03-27
user_001423,6,39.18,False,False,False,Found better service,2025-02-17
user_001424,-8,49.84,False,True,True,Technical issues,2025-03-03
user_001425,30,13.13,False,True,True,Technical issues,2025-03-27
user_001426,0,99.07,False,False,False,Technical issues,2025-03-29
user_001427,88,61.52,False,True,True,Found better service,2025-03-14
user_001428,34,12.27,False,False,False,Low usage,2025-02-08
user_001429,-10,64.63,False,False,False,Low usage,2025-02-03
user_001430,38,71.69,True,True,True,Low usage,2025-03-30
user_001431,-29,26.04,False,True,False,Too expensive,2025-03-11
user_001432,60,97.97,False,False,False,Found better service,2025-03-05
user_001433,84,52.13,False,True,False,Technical issues,2025-02-27
user_001434,-8,67.73,False,False,False,,
user_001435,50,68.56,False,True,False,Found better service,2025-02-15
user_001436,92,71.63,False,False,False,Low usage,2025-03-02
user_001437,-23,25.2,False,False,True,Found better service,2025-03-22
user_001438,61,56.7,False,True,True,Low usage,2025-02-03
user_001439,34,21.94,False,False,True,Low usage,2025-02-02
user_001440,52,10.72,False,True,False,Found better service,2025-02-10
user_001441,105,20.96,False,True,False,Too expensive,2025-03-04
user_001442,-28,87.87,False,True,False,Found better service,2025-02-02
user_001443,31,58.06,False,False,True,,
user_001444,-22,39.28,False,False,False,Low usage,2025-02-21
user_001445,8,10.54,False,True,True,,
user_001446,-10,84.13,False,True,True,Low usage,2025-03-15
user_001447,-14,2.09,False,True,True,,
user_001448,71,38.8,False,False,True,,
user_001449,49,24.16,False,True,True,Found better service,2025-02-21
user_001450,5,42.26,False,True,False,,
user_001451,-9,74.41,False,False,True,Found better service,2025-03-23
user_001452,9,1.43,False,True,True,Too expensive,2025-03-10
user_001453,-20,58.13,False,False,False,Too expensive,2025-03-13
user_001454,52,25.18,False,False,False,Low usage,2025-03-15
user_001455,69,1.37,False,False,False,,
user_001456,41,99.41,False,True,True,Low usage,2025-03-08
user_001457,79,50.39,False,False,False,,
user_001458,56,79.89,False,True,False,,
user_001459,-7,70.46,False,False,False,Low usage,2025-02-08
user_001460,-16,27.97,False,True,True,,
user_001461,85,77.73,False,True,True,Low usage,2025-02-18
user_001462,36,12.99,False,True,False,Technical issues,2025-02-24
user_001463,35,75.85,False,True,True,Found better service,2025-02-16
user_001464,16,10.24,False,False,False,Found better service,2025-03-24
user_001465,67,33.73,False,True,True,,
user_001466,86,37.39,False,True,False,Found better service,2025-03-13
user_001467,75,46.78,False,False,False,,
user_001468,62,93.48,False,False,True,,
user_001469,-38,1.43,False,True,False,Too expensive,2025-03-22
user_001470,16,31.33,False,True,False,Found better service,2025-02-02
user_001471,-11,54.2,False,False,True,Technical issues,2025-03-18
user_001472,21,94.01,False,True,True,Technical issues,2025-02-16
user_001473,83,88.5,False,True,False,Technical issues,2025-03-29
user_001474,-12,78.99,False,False,True,,
user_001475,46,42.04,False,True,True,Too expensive,2025-02-01
user_001476,18,29.66,False,False,False,Too expensive,2025-02-17
user_001477,-11,64.1,False,True,False,,
user_001478,-30,79.46,False,True,False,Technical issues,2025-03-20
user_001479,87,92.25,False,True,True,,
user_001480,-1,18.88,False,True,False,,
user_001481,27,18.84,False,False,True,Too expensive,2025-03-19
user_001482,37,38.64,False,False,False,Found better service,2025-02-11
user_001483,7,9.38,False,True,True,Too expensive,2025-02-19
user_001484,35,6.75,False,False,False,Low usage,2025-02-13
user_001485,51,36.99,False,False,False,Found better service,2025-03-28
user_001486,94,32.05,False,True,True,Technical issues,2025-02-23
user_001487,58,69.19,False,False,False,Too expensive,2025-02-15
user_001488,37,71.2,False,True,True,Too expensive,2025-02-25
user_001489,-15,64.58,False,True,False,Technical issues,2025-02-07
user_001490,3,34.14,False,False,False,Technical issues,2025-03-19
user_001491,-39,92.24,False,False,True,Technical issues,2025-03-07
user_001492,63,5.4,False,True,False,Found better service,2025-02-17
user_001493,66,11.61,False,True,True,,
user_001494,70,13.93,False,False,False,,
user_001495,-16,30.05,False,False,False,Low usage,2025-03-21
user_001496,12,81.33,False,False,True,Technical issues,2025-02-05
user_001497,7,16.35,False,False,True,Too expensive,2025-03-27
user_001498,77,39.88,False,True,True,Technical issues,2025-03-06
user_001499,18,70.48,False,True,False,Low usage,2025-02-11
user_001500,-25,24.72,False,True,True,Found better service,2025-03-15
user_001501,57,25.09,False,False,True,Found better service,2025-01-31
user_001502,-5,77.82,False,False,False,Too expensive,2025-03-22
user_001503,30,39.25,False,False,False,Technical issues,2025-03-25
user_001504,3,8.48,False,False,True,,
user_001505,5,47.52,False,False,False,Technical issues,2025-02-12
user_001506,19,6.73,False,False,False,Too expensive,2025-02-24
user_001507,23,63.96,False,True,False,Low usage,2025-02-09
user_001508,5,71.8,False,True,False,Too expensive,2025-02-25
user_001509,-15,42.91,False,True,True,Low usage,2025-02-22
user_001510,73,43.01,False,False,False,Technical issues,2025-02-06
user_001511,67,52.65,False,False,False,Technical issues,2025-01-31
user_001512,-8,41.83,False,True,True,,
user_001513,9,10.94,False,True,True,Technical issues,2025-02-09
user_001514,70,43.98,False,True,True,,
user_001515,13,40.82,False,False,False,Too expensive,2025-03-30
user_001516,27,28.42,False,True,True,Low usage,2025-02-23
user_001517,17,40.66,False,True,False,Technical issues,2025-03-12
user_001518,14,34.66,True,False,False,Low usage,2025-02-09
user_001519,53,61.71,False,True,True,Low usage,2025-02-09
user_001520,37,76.3,False,True,False,,
user_001521,69,80.92,False,True,True,Too expensive,2025-03-19
user_001522,17,88.95,False,True,False,Technical issues,2025-02-27
user_001523,-41,15.79,False,False,True,Too expensive,2025-03-06
user_001524,30,93.66,False,True,False,Found better service,2025-03-21
user_001525,47,66.62,False,True,False,Technical issues,2025-03-12
user_001526,58,98.2,False,False,False,,
user_001527,40,27.09,False,False,True,Technical issues,2025-03-26
user_001528,4,16.87,False,True,True,Too expensive,2025-03-05
user_001529,43,14.68,False,True,True,Low usage,2025-03-12
user_001530,40,58.4,False,True,True,Technical issues,2025-02-24
user_001531,43,7.57,False,True,False,Too expensive,2025-02-02
user_001532,27,21.65,False,True,True,Technical issues,2025-03-16
user_001533,-9,50.43,False,False,True,Low usage,2025-02-16
user_001534,22,49.16,False,False,True,Too expensive,2025-02-17
user_001535,-6,53.05,False,False,True,Found better service,2025-02-16
user_001536,-34,39.88,False,False,False,,
user_001537,87,84.42,False,False,False,Found better service,2025-03-12
user_001538,-14,37.16,False,False,False,Technical issues,2025-02-26
user_001539,-36,45.41,False,True,True,Found better service,2025-02-12
user_001540,21,5.34,False,False,False,Low usage,2025-02-18
user_001541,35,84.48,False,True,True,,
user_001542,-43,39.64,False,False,False,Technical issues,2025-03-07
user_001543,12,20.18,False,True,True,Too expensive,2025-03-10
user_001544,59,75.4,False,False,True,Technical issues,2025-02-15
user_001545,83,81.96,True,True,True,Too expensive,2025-03-30
user_001546,23,50.65,False,True,False,Technical issues,2025-03-27
user_001547,9,27.05,False,False,False,Found better service,2025-03-17
user_001548,-48,69.27,False,True,False,Found better service,2025-02-08
user_001549,-23,76.87,False,True,True,Low usage,2025-02-26
user_001550,55,22.82,False,False,True,,
user_001551,41,90.4,False,False,True,,
user_001552,80,98.08,False,False,True,,
user_001553,58,5.98,False,True,False,Too expensive,2025-02-12
user_001554,48,68.74,False,False,True,Technical issues,2025-03-09
user_001555,69,35.09,False,False,False,,
user_001556,-20,18.4,False,False,True,Too expensive,2025-02-10
user_001557,63,54.98,False,True,True,Low usage,2025-03-20
user_001558,-29,52.55,False,True,False,,
user_001559,-12,72.39,False,False,False,,
user_001560,9,30.12,False,False,True,Low usage,2025-03-08
user_001561,2,34.73,False,True,True,,
user_001562,87,5.2,False,True,True,Found better service,2025-03-13
user_001563,29,76.89,False,False,False,Found better service,2025-03-31
user_001564,91,88.48,False,True,False,Found better service,2025-03-28
user_001565,58,36.99,False,True,True,Technical issues,2025-03-10
user_001566,89,91.52,False,False,True,Too expensive,2025-03-10
user_001567,-1,29.25,False,False,True,Low usage,2025-03-19
user_001568,15,74.05,False,True,False,Low usage,2025-02-13
user_001569,66,94.68,False,True,False,,
user_001570,75,37.03,False,True,True,Low usage,2025-02-04
user_001571,78,86.2,False,False,True,Found better service,2025-03-17
user_001572,19,89.54,False,True,True,Technical issues,2025-02-19
user_001573,51,6.82,False,False,True,Low usage,2025-03-30
user_001574,-15,27.92,False,False,False,Found better service,2025-02-14
user_001575,95,94.71,False,False,False,Low usage,2025-03-10
user_001576,74,10.62,False,False,True,,
user_001577,85,45.62,False,True,False,Technical issues,2025-03-26
user_001578,51,94.34,False,False,True,Technical issues,2025-02-18
user_001579,50,90.77,False,True,True,Too expensive,2025-03-05
user_001580,-17,11.93,False,False,True,Technical issues,2025-03-30
user_001581,48,96.51,False,False,True,,
user_001582,10,75.63,False,True,False,Low usage,2025-02-04
user_001583,37,54.67,False,True,False,Technical issues,2025-03-21
user_001584,35,41.99,False,False,True,Too expensive,2025-02-27
user_001585,34,40.43,False,True,True,,
user_001586,41,23.21,False,True,False,Technical issues,2025-02-14
user_001587,32,19.6,False,False,True,Found better service,2025-02-12
user_001588,-48,69.37,False,True,False,Technical issues,2025-02-09
user_001589,-19,34.29,False,True,True,Technical issues,2025-02-08
user_001590,38,3.53,False,True,False,Technical issues,2025-03-27
user_001591,-8,10.94,False,True,True,Technical issues,2025-03-16
user_001592,50,99.44,False,True,False,Found better service,2025-03-20
user_001593,-20,29.4,False,False,False,Low usage,2025-03-16
user_001594,43,63.42,False,True,True,,
user_001595,4,86.37,False,False,False,Too expensive,2025-02-27
user_001596,-21,29.09,False,False,True,,
user_001597,9,49.44,False,False,True,Low usage,2025-03-06
user_001598,64,46.38,False,True,False,Technical issues,2025-02-23
user_001599,-31,78.36,False,False,False,Technical issues,2025-03-20
user_001600,-24,93.43,False,True,False,Found better service,2025-03-13
user_001601,-4,47.66,False,True,False,Technical issues,2025-02-12
user_001602,3,51.39,False,False,True,Technical issues,2025-02-25
user_001603,3,26.63,False,True,True,Technical issues,2025-03-04
user_001604,-10,19.0,False,False,False,Too expensive,2025-02-26
user_001605,25,99.62,False,True,False,,
user_001606,33,31.98,False,True,False,Too expensive,2025-03-06
user_001607,20,77.51,False,True,False,Low usage,2025-02-26
user_001608,47,65.64,False,False,False,Technical issues,2025-02-06
user_001609,81,31.15,False,False,False,Technical issues,2025-02-09
user_001610,89,89.64,False,True,False,Low usage,2025-02-03
user_001611,-34,77.96,False,True,False,Low usage,2025-03-10
user_001612,54,54.4,False,True,True,Too expensive,2025-02-03
user_001613,102,8.73,False,False,False,Too expensive,2025-02-26
user_001614,44,92.93,False,True,False,Technical issues,2025-02-13
user_001615,40,49.67,False,False,True,Low usage,2025-03-16
user_001616,7,78.72,False,True,True,Low usage,2025-03-25
user_001617,18,51.51,False,True,True,Technical issues,2025-02-24
user_001618,-4,20.06,False,True,False,Found better service,2025-02-14
user_001619,38,33.27,False,False,False,,
user_001620,69,51.54,False,True,True,,
user_001621,42,88.59,False,False,False,,
user_001622,-20,87.76,False,True,False,Technical issues,2025-02-20
