user_id,product_category,discount_used,aov,cltv,repeat_customer,purchase_frequency
user_002848,Beauty,False,144.7,741.22,False,4
user_002849,Books,True,50.78,989.03,False,9
user_002850,Books,False,133.04,378.42,False,3
user_002851,Books,True,69.98,611.87,True,8
user_002852,Books,True,39.24,759.13,True,8
user_002853,Fashion,True,122.8,657.52,False,0
user_002854,Fashion,True,73.25,659.09,False,5
user_002855,Home,True,127.8,797.72,False,0
user_002856,Home,True,134.77,696.34,False,7
user_002857,Fashion,False,147.89,563.52,False,3
user_002858,Books,False,43.85,504.81,True,0
user_002859,Fashion,True,121.4,171.32,False,2
user_002860,Books,False,107.34,708.26,False,6
user_002861,Fashion,True,130.2,628.4,False,10
user_002862,Home,True,104.36,497.81,False,8
user_002863,Beauty,True,74.24,313.38,True,10
user_002864,Beauty,True,103.46,215.22,False,7
user_002865,Fashion,False,136.36,347.22,False,9
user_002866,Beauty,False,120.16,461.64,True,5
user_002867,Electronics,False,133.22,770.54,True,9
user_002868,Electronics,True,47.74,155.57,True,4
user_002869,Fashion,True,96.42,415.74,False,9
user_002870,Home,True,127.01,969.33,True,5
user_002871,Home,True,107.19,328.07,False,2
user_002872,Home,True,75.44,260.77,True,2
user_002873,Beauty,True,103.25,494.36,True,1
user_002874,Electronics,True,122.31,432.48,True,2
user_002875,Home,False,131.65,413.53,True,9
user_002876,Fashion,True,149.55,512.88,False,3
user_002877,Books,False,76.21,203.01,False,7
user_002878,Fashion,True,133.62,208.72,True,10
user_002879,Home,False,140.98,973.32,False,3
user_002880,Home,False,139.4,638.46,True,2
user_002881,Books,True,97.82,838.1,True,2
user_002882,Electronics,True,90.29,189.86,True,7
user_002883,Home,True,114.3,725.53,False,5
user_002884,Fashion,True,39.08,506.29,False,8
user_002885,Electronics,False,138.45,707.0,False,7
user_002886,Fashion,True,104.7,794.85,True,4
user_002887,Beauty,False,33.58,464.44,True,7
user_002888,Beauty,False,60.77,255.3,False,6
user_002889,Books,True,112.96,575.61,False,8
user_002890,Books,True,139.81,599.11,False,4
user_002891,Fashion,False,20.08,562.85,True,9
user_002892,Beauty,True,112.83,739.55,True,3
user_002893,Beauty,True,29.21,301.85,True,9
user_002894,Electronics,True,132.83,978.06,False,8
user_002895,Electronics,False,106.44,930.98,True,10
user_002896,Electronics,False,41.96,812.68,True,0
user_002897,Beauty,True,58.17,825.71,True,4
user_002898,Fashion,False,105.53,192.46,True,1
user_002899,Books,True,47.33,248.47,False,7
user_002900,Beauty,True,70.39,292.06,False,2
user_002901,Home,True,57.0,870.57,True,7
user_002902,Electronics,False,114.25,543.05,True,1
user_002903,Beauty,False,22.05,902.7,True,6
user_002904,Books,False,110.88,551.09,False,6
user_002905,Beauty,False,75.31,366.2,False,8
user_002906,Beauty,True,23.79,559.46,True,10
user_002907,Fashion,True,101.55,804.51,True,1
user_002908,Books,True,140.48,743.99,True,0
user_002909,Fashion,True,113.1,680.65,False,3
user_002910,Beauty,True,87.94,192.0,False,6
user_002911,Beauty,True,121.64,702.41,False,0
user_002912,Books,False,89.01,773.2,False,1
user_002913,Fashion,False,138.63,593.49,False,0
user_002914,Books,True,106.1,398.53,True,6
user_002915,Books,False,28.96,125.89,False,1
user_002916,Books,False,125.5,444.66,False,5
user_002917,Home,False,100.41,762.85,True,7
user_002918,Beauty,False,142.95,312.64,True,7
user_002919,Fashion,False,121.12,504.82,True,9
user_002920,Books,False,25.77,473.5,False,7
user_002921,Home,False,149.24,688.56,True,4
user_002922,Electronics,False,114.62,154.65,True,5
user_002923,Fashion,False,41.17,788.93,False,3
user_002924,Fashion,False,52.07,661.75,False,7
user_002925,Beauty,True,44.63,439.68,True,2
user_002926,Fashion,False,79.25,382.89,False,2
user_002927,Electronics,False,33.95,426.82,False,1
user_002928,Books,False,120.63,368.61,False,10
user_002929,Fashion,False,67.42,920.38,True,6
user_002930,Fashion,False,56.5,805.87,True,2
user_002931,Fashion,False,84.8,431.71,False,10
user_002932,Electronics,False,105.13,863.6,False,1
user_002933,Books,False,143.58,126.67,False,8
user_002934,Fashion,False,149.2,491.77,False,6
user_002935,Home,True,44.0,905.33,False,2
user_002936,Fashion,False,32.13,930.34,False,1
user_002937,Beauty,False,30.53,906.49,False,6
user_002938,Books,True,34.35,567.74,False,4
user_002939,Home,False,123.32,753.02,True,4
user_002940,Fashion,False,131.6,648.75,True,3
user_002941,Beauty,False,37.35,369.15,False,3
user_002942,Home,False,120.19,159.09,True,8
user_002943,Fashion,True,119.05,735.17,True,4
user_002944,Books,False,71.44,616.91,False,3
user_002945,Books,False,33.58,272.77,False,1
user_002946,Books,True,105.6,662.29,True,2
user_002947,Electronics,False,122.56,451.69,False,3
user_002948,Electronics,True,100.48,492.29,True,3
user_002949,Beauty,False,40.92,169.27,True,0
user_002950,Beauty,False,112.44,906.52,False,5
user_002951,Fashion,False,124.05,602.37,True,7
user_002952,Fashion,False,67.91,802.53,True,1
user_002953,Beauty,False,96.38,861.35,False,5
user_002954,Home,True,136.76,716.0,True,10
user_002955,Home,False,130.34,791.38,False,6
user_002956,Home,True,55.79,618.71,False,3
user_002957,Home,False,71.2,441.84,False,2
user_002958,Fashion,True,115.47,869.34,True,0
user_002959,Fashion,False,48.94,668.3,True,0
user_002960,Fashion,True,85.58,493.84,False,9
user_002961,Books,True,100.03,101.73,True,5
user_002962,Books,False,52.47,152.36,False,6
user_002963,Beauty,True,36.84,176.06,True,8
user_002964,Books,False,109.69,393.66,True,0
user_002965,Beauty,True,70.4,799.47,False,5
user_002966,Books,True,112.27,268.35,True,0
user_002967,Home,True,102.25,107.98,True,7
user_002968,Fashion,False,107.34,121.68,True,10
user_002969,Books,True,117.44,197.29,False,4
user_002970,Fashion,False,91.62,590.64,False,7
user_002971,Fashion,True,145.38,979.67,True,7
user_002972,Books,True,132.2,305.33,False,5
user_002973,Fashion,True,118.54,419.71,True,10
user_002974,Electronics,True,126.6,712.13,False,9
user_002975,Fashion,False,107.82,899.17,False,8
user_002976,Electronics,True,59.76,342.33,False,4
user_002977,Home,False,76.38,208.06,True,2
user_002978,Beauty,False,77.75,863.86,True,4
user_002979,Beauty,True,125.76,259.38,True,3
user_002980,Fashion,False,134.43,728.06,False,9
user_002981,Beauty,False,113.34,998.93,True,10
user_002982,Electronics,False,123.79,371.86,False,6
user_002983,Books,True,74.39,619.33,False,6
user_002984,Beauty,False,136.19,909.65,False,7
user_002985,Fashion,False,142.65,628.76,False,10
user_002986,Beauty,False,28.29,980.58,False,4
user_002987,Electronics,True,103.68,511.13,True,9
user_002988,Books,True,77.53,186.0,False,5
user_002989,Home,True,93.53,688.38,True,10
user_002990,Beauty,False,112.73,693.89,False,2
user_002991,Beauty,True,123.97,519.69,False,8
user_002992,Books,True,30.72,757.43,True,9
user_002993,Home,False,113.01,268.52,False,0
user_002994,Beauty,False,109.44,247.41,True,2
user_002995,Electronics,True,109.91,731.57,False,3
user_002996,Books,True,29.73,702.8,False,6
user_002997,Books,True,27.98,987.95,False,1
user_002998,Books,False,109.27,635.02,False,10
user_002999,Home,False,138.05,651.49,True,6
user_003000,Home,True,96.74,250.33,False,2
user_003001,Books,True,92.71,780.66,False,1
user_003002,Beauty,True,115.12,796.48,True,2
user_003003,Beauty,False,92.52,716.29,False,8
user_003004,Home,False,80.15,983.07,False,4
user_003005,Electronics,False,123.95,241.51,True,6
user_003006,Fashion,False,37.31,427.92,False,10
user_003007,Electronics,False,140.61,684.65,False,4
user_003008,Books,True,112.99,505.96,False,0
user_003009,Electronics,False,115.75,237.9,False,4
user_003010,Electronics,True,31.89,855.62,True,9
user_003011,Books,True,57.7,356.85,True,9
user_003012,Books,False,68.27,459.55,False,4
user_003013,Home,False,93.52,730.39,True,9
user_003014,Beauty,False,81.08,532.08,False,4
user_003015,Books,False,42.77,148.29,False,7
user_003016,Books,False,136.36,393.99,True,2
user_003017,Books,True,121.6,761.78,True,3
user_003018,Electronics,True,56.19,518.76,False,10
user_003019,Fashion,True,39.51,898.22,False,2
user_003020,Home,True,86.89,744.52,False,3
user_003021,Home,True,92.96,219.67,True,3
user_003022,Beauty,True,136.77,727.61,False,0
user_003023,Home,False,101.24,943.81,False,4
user_003024,Fashion,True,105.12,768.44,True,2
user_003025,Beauty,True,67.42,424.94,True,4
user_003026,Home,False,132.77,813.58,True,0
user_003027,Fashion,False,68.56,568.72,True,2
user_003028,Electronics,False,65.63,855.79,False,8
user_003029,Beauty,False,43.57,478.92,False,7
user_003030,Fashion,False,26.25,369.78,True,10
user_003031,Books,True,83.0,872.38,True,3
user_003032,Home,False,43.7,506.82,False,6
user_003033,Electronics,True,147.22,891.25,True,7
user_003034,Beauty,True,86.87,806.69,True,3
user_003035,Beauty,False,138.85,282.21,False,2
user_003036,Books,True,72.79,148.96,False,10
user_003037,Beauty,True,84.36,175.0,True,4
user_003038,Electronics,True,92.86,715.23,False,1
user_003039,Electronics,False,92.26,245.43,False,3
user_003040,Books,True,110.96,179.1,False,9
user_003041,Beauty,False,87.18,482.32,True,4
user_003042,Home,True,143.54,926.46,False,4
user_003043,Beauty,False,111.46,425.69,True,5
user_003044,Beauty,False,138.51,880.07,True,0
user_003045,Home,False,87.3,206.25,False,1
user_003046,Fashion,True,51.22,245.97,True,1
user_003047,Home,True,106.62,279.13,True,4
user_003048,Home,True,39.73,599.68,False,2
user_003049,Electronics,False,93.48,161.94,False,4
user_003050,Electronics,False,118.54,184.85,False,9
user_003051,Electronics,False,125.67,939.58,False,8
user_003052,Books,True,48.11,702.23,False,2
user_003053,Books,True,128.8,553.22,True,10
user_003054,Books,False,27.51,393.62,True,4
user_003055,Fashion,False,115.74,769.06,False,10
user_003056,Beauty,False,41.69,118.06,False,9
user_003057,Electronics,False,108.4,175.55,False,7
user_003058,Books,True,56.53,988.23,True,8
user_003059,Electronics,True,84.65,191.16,False,5
user_003060,Electronics,True,118.62,359.38,True,10
user_003061,Fashion,False,134.28,847.28,True,9
user_003062,Home,True,21.89,494.14,True,0
user_003063,Books,False,56.92,718.74,False,10
user_003064,Fashion,True,52.61,182.34,False,1
user_003065,Electronics,False,25.63,133.57,False,3
user_003066,Fashion,True,84.67,237.81,False,6
user_003067,Beauty,True,66.74,433.7,False,10
user_003068,Home,False,73.63,905.79,False,0
user_003069,Electronics,False,92.98,120.47,True,4
user_003070,Electronics,True,20.18,228.68,True,6
user_003071,Home,True,91.28,553.77,False,4
user_003072,Fashion,True,83.0,806.61,False,4
user_003073,Electronics,True,135.25,258.81,True,2
user_003074,Home,False,126.06,949.22,False,2
user_003075,Fashion,False,107.38,644.12,False,2
user_003076,Beauty,True,23.66,183.46,False,8
user_003077,Books,True,95.68,813.77,True,0
user_003078,Electronics,True,57.43,374.18,False,0
user_003079,Books,False,96.96,757.75,True,9
user_003080,Electronics,False,38.24,991.55,False,1
user_003081,Books,True,35.93,163.59,True,9
user_003082,Fashion,False,41.06,573.19,True,6
user_003083,Home,False,92.29,373.42,True,7
user_003084,Beauty,False,35.69,635.95,True,7
user_003085,Home,True,75.11,855.93,False,6
user_003086,Fashion,True,108.74,463.39,False,4
user_003087,Electronics,False,69.29,530.99,False,2
user_003088,Books,False,36.34,575.65,True,8
user_003089,Electronics,False,36.42,248.62,True,5
user_003090,Books,True,129.53,441.07,True,7
user_003091,Home,False,96.01,175.05,False,3
user_003092,Fashion,True,97.76,651.9,True,3
user_003093,Electronics,False,106.07,141.08,True,0
user_003094,Fashion,False,24.42,939.12,False,9
user_003095,Books,False,34.2,500.03,True,1
user_003096,Fashion,True,65.08,238.96,True,0
user_003097,Books,True,142.4,691.86,False,8
user_003098,Home,True,44.16,424.18,False,8
user_003099,Fashion,True,101.41,307.32,False,0
user_003100,Books,False,31.64,798.66,True,10
user_003101,Home,True,102.04,999.3,False,2
user_003102,Electronics,True,75.56,649.05,False,7
user_003103,Beauty,False,78.99,512.72,False,7
user_003104,Beauty,False,105.5,457.6,True,4
user_003105,Beauty,False,86.41,137.35,True,1
user_003106,Fashion,True,59.26,972.58,False,3
user_003107,Beauty,True,96.26,574.5,False,5
user_003108,Books,True,34.12,733.48,True,0
user_003109,Beauty,True,34.65,635.52,True,7
user_003110,Home,True,71.24,631.76,True,3
user_003111,Books,False,54.35,200.26,True,4
user_003112,Home,True,87.3,224.64,True,5
user_003113,Books,True,142.62,395.26,False,1
user_003114,Fashion,False,131.31,256.65,False,9
user_003115,Electronics,False,22.18,243.44,False,7
user_003116,Books,True,74.33,411.28,False,7
user_003117,Fashion,True,78.25,890.18,False,9
user_003118,Fashion,False,66.68,825.38,False,4
user_003119,Electronics,False,87.11,394.72,True,7
user_003120,Fashion,True,141.62,214.32,True,2
user_003121,Beauty,False,131.37,999.03,False,2
user_003122,Electronics,False,27.56,665.82,False,4
user_003123,Beauty,False,76.73,160.61,True,1
user_003124,Home,True,22.52,610.85,False,9
user_003125,Electronics,True,40.8,894.14,False,3
user_003126,Home,True,109.13,452.31,False,4
user_003127,Beauty,True,141.8,267.34,False,0
user_003128,Fashion,False,56.47,416.57,True,3
user_003129,Beauty,True,141.52,261.62,False,3
user_003130,Home,True,31.71,704.88,False,3
user_003131,Electronics,False,110.46,296.33,False,2
user_003132,Home,True,101.5,727.22,True,10
user_003133,Home,True,104.95,655.44,True,0
user_003134,Beauty,True,118.02,705.46,True,0
user_003135,Home,False,60.81,167.86,True,2
user_003136,Books,False,45.24,450.45,True,2
user_003137,Home,True,138.6,833.9,False,0
user_003138,Beauty,False,104.95,790.92,False,5
user_003139,Electronics,True,81.51,356.57,False,3
user_003140,Books,False,62.38,487.68,False,8
user_003141,Fashion,False,121.07,928.71,False,2
user_003142,Beauty,False,144.03,959.5,True,1
user_003143,Home,True,61.94,192.46,True,1
user_003144,Beauty,True,134.34,372.51,False,4
user_003145,Fashion,True,125.61,828.86,True,1
user_003146,Beauty,False,149.14,754.83,False,1
user_003147,Electronics,True,68.49,587.65,False,4
user_003148,Beauty,False,126.13,299.7,False,4
user_003149,Books,False,43.12,925.95,True,3
user_003150,Beauty,True,145.98,712.12,True,10
user_003151,Beauty,True,28.9,178.6,False,5
user_003152,Beauty,False,85.95,180.22,False,3
user_003153,Home,False,90.91,960.92,False,4
user_003154,Books,True,91.17,878.36,True,4
user_003155,Electronics,False,55.63,322.28,True,6
user_003156,Beauty,False,109.69,902.23,True,2
user_003157,Electronics,True,112.24,492.91,True,3
user_003158,Beauty,True,36.16,810.19,True,7
user_003159,Beauty,True,74.4,785.22,True,7
user_003160,Books,False,148.62,830.76,False,8
user_003161,Home,True,98.92,364.29,False,7
user_003162,Fashion,False,103.41,290.2,True,8
user_003163,Books,False,45.3,391.19,False,9
user_003164,Books,False,147.93,351.04,False,1
user_003165,Books,True,122.52,240.67,True,6
user_003166,Fashion,True,50.27,171.07,True,1
user_003167,Home,False,125.41,887.66,False,1
user_003168,Electronics,False,52.35,274.12,True,2
user_003169,Beauty,True,136.1,340.14,True,4
user_003170,Home,False,109.03,629.37,False,5
user_003171,Electronics,False,24.61,422.71,True,4
user_003172,Fashion,False,35.47,796.91,True,3
user_003173,Home,True,59.92,519.17,True,10
user_003174,Beauty,False,76.11,934.3,True,6
user_003175,Electronics,True,145.07,494.76,True,10
user_003176,Electronics,True,149.52,657.03,False,0
user_003177,Fashion,False,63.95,918.39,True,1
user_003178,Electronics,True,32.18,504.46,False,8
user_003179,Home,True,40.95,273.04,False,1
user_003180,Beauty,True,110.26,387.05,False,8
user_003181,Books,True,25.43,880.11,True,0
user_003182,Fashion,False,64.33,774.0,False,7
user_003183,Beauty,False,43.21,591.71,True,9
user_003184,Electronics,False,143.81,590.34,False,10
user_003185,Books,False,41.08,136.2,False,2
user_003186,Fashion,False,73.45,125.31,False,7
user_003187,Beauty,True,92.94,883.5,False,10
user_003188,Books,True,37.28,689.01,True,6
user_003189,Electronics,False,60.9,939.47,False,4
user_003190,Home,True,75.58,135.67,True,7
user_003191,Books,True,107.92,759.96,True,5
user_003192,Home,True,31.55,605.71,True,7
user_003193,Fashion,False,69.13,445.01,False,5
user_003194,Beauty,True,86.6,675.63,True,10
user_003195,Home,True,108.57,590.65,False,2
user_003196,Beauty,True,102.5,926.16,True,9
user_003197,Fashion,True,128.12,601.13,False,2
user_003198,Books,False,52.78,125.68,False,9
user_003199,Electronics,False,135.61,466.96,True,7
user_003200,Beauty,False,53.66,320.89,False,3
user_003201,Fashion,False,120.81,628.55,True,8
user_003202,Home,False,37.2,428.52,False,6
user_003203,Beauty,True,72.01,320.87,True,9
user_003204,Electronics,False,86.09,651.36,False,5
user_003205,Electronics,False,57.59,523.67,True,10
user_003206,Electronics,True,57.71,355.85,True,9
user_003207,Home,False,93.63,886.17,True,3
user_003208,Fashion,False,85.45,745.88,False,0
user_003209,Fashion,True,52.14,278.28,True,1
user_003210,Fashion,True,77.04,646.91,False,9
user_003211,Electronics,False,104.75,701.95,True,0
user_003212,Books,True,34.75,659.11,True,5
user_003213,Fashion,False,91.93,832.41,True,5
user_003214,Electronics,False,73.45,160.93,False,7
user_003215,Fashion,False,39.87,619.6,True,4
user_003216,Electronics,True,90.16,600.98,True,0
user_003217,Electronics,False,45.37,816.38,False,5
user_003218,Electronics,False,88.43,272.35,True,9
user_003219,Home,True,49.38,218.18,False,3
user_003220,Electronics,False,97.18,498.97,False,2
user_003221,Beauty,True,43.95,161.73,False,8
user_003222,Electronics,True,121.54,379.49,False,1
user_003223,Fashion,True,77.36,411.26,False,5
user_003224,Home,False,86.9,342.74,False,3
user_003225,Books,True,72.95,987.83,False,1
user_003226,Beauty,True,34.57,548.16,False,1
user_003227,Books,False,134.07,784.29,False,9
user_003228,Fashion,True,83.69,981.66,True,3
user_003229,Fashion,False,99.93,387.52,False,10
user_003230,Books,True,149.68,207.03,True,0
user_003231,Fashion,True,137.94,909.3,True,4
user_003232,Fashion,True,40.12,823.34,False,7
user_003233,Beauty,False,131.18,689.06,True,7
user_003234,Books,True,123.29,574.03,False,10
user_003235,Fashion,True,145.2,468.02,True,0
user_003236,Beauty,True,55.72,505.97,True,1
user_003237,Fashion,True,108.49,321.28,False,8
user_003238,Fashion,True,100.56,850.25,True,9
user_003239,Home,True,109.46,399.94,True,1
user_003240,Home,False,143.27,564.44,True,1
user_003241,Books,True,71.56,935.24,False,2
user_003242,Fashion,False,46.53,157.21,False,0
user_003243,Electronics,False,86.69,573.4,True,6
user_003244,Beauty,False,124.14,393.94,True,8
user_003245,Beauty,True,109.22,429.06,False,9
user_003246,Electronics,True,86.4,944.3,False,7
user_003247,Fashion,True,119.99,803.25,True,4
user_003248,Fashion,True,35.89,370.53,False,3
user_003249,Electronics,True,67.78,590.14,True,10
user_003250,Fashion,True,27.27,886.82,True,6
user_003251,Home,True,67.35,712.32,True,9
user_003252,Fashion,False,83.97,167.02,False,8
user_003253,Fashion,False,64.73,568.73,False,0
user_003254,Beauty,False,132.55,253.17,True,0
user_003255,Beauty,False,125.78,251.94,False,1
user_003256,Fashion,False,27.16,442.26,True,4
user_003257,Home,False,106.17,164.72,True,3
user_003258,Electronics,False,52.25,243.06,True,3
user_003259,Books,True,135.94,200.18,False,4
user_003260,Books,False,95.63,454.56,False,6
user_003261,Home,True,50.23,908.04,False,4
user_003262,Home,False,112.03,416.49,False,5
user_003263,Beauty,True,108.01,831.2,True,3
user_003264,Home,True,82.04,857.26,False,7
user_003265,Home,False,63.82,420.6,False,5
user_003266,Fashion,True,136.08,554.94,True,10
user_003267,Books,False,79.07,117.0,True,5
user_003268,Books,True,78.43,427.3,True,7
user_003269,Books,True,45.07,723.8,False,7
user_003270,Beauty,True,37.35,413.05,False,3
user_003271,Home,False,93.67,451.01,True,2
user_003272,Books,False,73.85,355.89,True,1
user_003273,Home,False,109.68,268.39,True,9
user_003274,Beauty,True,94.88,836.42,False,0
user_003275,Electronics,True,115.81,786.36,False,1
user_003276,Beauty,True,78.97,454.91,False,9
user_003277,Fashion,True,67.63,477.62,False,8
user_003278,Fashion,False,95.56,440.87,False,7
user_003279,Home,False,52.51,792.52,False,5
user_003280,Beauty,False,47.73,533.57,False,1
user_003281,Fashion,True,62.37,535.1,False,8
user_003282,Books,False,137.49,175.78,False,2
user_003283,Beauty,False,79.3,935.78,True,10
user_003284,Home,True,96.58,120.3,True,6
user_003285,Books,True,51.47,310.03,True,4
user_003286,Fashion,True,101.63,992.48,True,10
user_003287,Books,True,88.59,487.21,True,10
user_003288,Beauty,True,131.65,644.84,False,3
user_003289,Electronics,True,62.96,987.91,True,5
user_003290,Electronics,True,52.09,724.8,True,5
user_003291,Fashion,True,33.66,464.59,True,10
user_003292,Books,True,138.61,867.84,True,0
user_003293,Books,True,123.79,701.06,False,2
user_003294,Electronics,False,55.95,103.28,False,2
user_003295,Beauty,True,138.69,708.38,False,2
user_003296,Electronics,False,69.06,838.11,False,2
user_003297,Beauty,False,75.08,108.0,False,6
user_003298,Beauty,True,37.33,119.42,True,6
user_003299,Beauty,False,63.97,799.17,False,7
user_003300,Fashion,True,50.95,468.86,True,9
user_003301,Home,True,73.4,399.33,True,3
user_003302,Beauty,False,49.47,296.46,True,5
user_003303,Electronics,True,136.91,961.83,True,0
user_003304,Beauty,False,120.43,433.0,False,6
user_003305,Beauty,False,88.82,183.09,True,2
user_003306,Electronics,False,51.77,276.91,False,3
user_003307,Electronics,True,40.61,270.15,False,4
user_003308,Books,False,101.59,355.83,False,9
user_003309,Electronics,False,125.85,305.02,True,9
user_003310,Fashion,True,147.46,398.99,True,4
user_003311,Beauty,False,46.02,166.06,True,0
user_003312,Home,False,86.68,680.14,False,4
user_003313,Beauty,False,71.66,186.81,False,6
user_003314,Beauty,True,119.85,419.07,False,4
user_003315,Beauty,False,27.79,205.16,True,5
user_003316,Home,False,39.18,426.85,False,0
user_003317,Beauty,True,126.97,242.7,True,1
user_003318,Electronics,True,50.41,445.88,False,0
user_003319,Fashion,True,134.75,226.28,False,7
user_003320,Books,False,115.24,714.89,False,1
user_003321,Home,False,25.08,396.75,True,0
user_003322,Home,True,69.99,353.23,True,4
user_003323,Home,False,108.36,624.96,True,3
user_003324,Beauty,False,53.13,747.72,True,8
user_003325,Beauty,False,80.08,759.93,True,0
user_003326,Electronics,True,100.32,505.28,True,7
user_003327,Fashion,False,99.82,392.27,False,0
user_003328,Beauty,False,141.71,143.11,False,1
user_003329,Beauty,True,104.03,280.82,False,0
user_003330,Electronics,False,145.25,206.28,True,8
user_003331,Books,False,37.84,228.06,True,5
user_003332,Electronics,False,85.16,971.82,False,4
user_003333,Home,False,137.04,437.03,True,7
user_003334,Beauty,False,27.11,381.06,False,10
user_003335,Home,False,140.02,656.43,True,2
user_003336,Home,True,131.9,337.69,False,8
user_003337,Fashion,False,27.45,502.34,True,8
user_003338,Beauty,True,47.05,637.6,False,9
user_003339,Books,False,117.6,118.04,True,7
user_003340,Home,False,108.78,593.62,True,7
user_003341,Books,True,143.95,641.86,False,5
user_003342,Beauty,False,74.24,843.85,True,3
user_003343,Home,False,33.35,911.98,False,6
user_003344,Electronics,False,97.12,914.37,True,5
user_003345,Home,True,42.63,257.06,False,2
user_003346,Home,True,45.06,922.39,True,5
user_003347,Books,True,86.98,620.1,False,7
user_003348,Fashion,False,115.52,719.59,True,0
user_003349,Books,True,57.98,604.47,True,2
user_003350,Home,True,85.4,415.82,False,8
user_003351,Beauty,False,40.08,283.73,False,0
user_003352,Books,True,78.43,945.94,False,4
user_003353,Fashion,True,26.5,830.31,True,4
user_003354,Electronics,False,108.7,736.63,True,7
user_003355,Books,True,61.32,810.88,True,7
user_003356,Fashion,True,49.43,309.56,False,10
user_003357,Home,False,36.28,168.94,True,1
user_003358,Electronics,False,140.4,395.94,False,10
user_003359,Fashion,True,145.23,778.86,True,1
user_003360,Beauty,False,37.06,999.86,True,8
user_003361,Books,True,130.98,367.52,False,10
user_003362,Electronics,True,104.37,401.4,False,10
user_003363,Books,False,49.74,855.72,True,8
user_003364,Electronics,False,81.34,409.32,False,3
user_003365,Fashion,False,140.0,468.06,True,9
user_003366,Books,False,128.05,681.73,False,4
user_003367,Books,False,131.44,447.85,True,1
user_003368,Fashion,False,122.06,260.75,False,10
user_003369,Beauty,True,33.62,592.25,True,2
user_003370,Electronics,True,31.2,445.34,False,10
user_003371,Fashion,False,38.34,562.38,True,8
user_003372,Fashion,True,148.63,225.66,False,0
user_003373,Fashion,False,143.62,765.33,False,9
user_003374,Beauty,False,47.44,179.24,False,0
user_003375,Books,True,57.16,681.54,False,8
user_003376,Home,False,28.32,743.52,False,1
user_003377,Fashion,False,52.05,389.27,False,5
user_003378,Books,False,116.32,365.7,True,9
user_003379,Fashion,True,147.58,874.2,True,3
user_003380,Books,True,98.39,843.71,True,1
user_003381,Fashion,False,119.88,566.62,True,7
user_003382,Home,False,104.07,484.23,True,5
user_003383,Electronics,False,125.7,187.02,True,4
user_003384,Electronics,True,129.09,755.85,True,6
user_003385,Books,True,94.93,509.18,True,2
user_003386,Home,True,27.19,351.58,True,5
user_003387,Electronics,False,88.76,754.98,True,8
user_003388,Fashion,True,51.7,728.54,False,1
user_003389,Books,True,132.62,581.38,True,0
user_003390,Home,False,26.54,860.22,True,7
user_003391,Beauty,False,57.28,607.98,True,7
user_003392,Books,True,86.81,246.75,True,3
user_003393,Home,True,68.59,378.49,False,6
user_003394,Beauty,True,48.63,765.57,True,2
user_003395,Books,True,91.46,572.39,True,1
user_003396,Books,False,33.6,312.52,False,5
user_003397,Fashion,True,123.89,104.73,False,8
user_003398,Fashion,True,117.98,495.32,True,10
user_003399,Home,True,86.92,177.88,True,6
user_003400,Books,False,57.99,894.46,True,0
user_003401,Electronics,True,129.66,954.23,True,8
user_003402,Fashion,True,111.32,725.76,False,7
user_003403,Home,True,72.53,579.21,False,2
user_003404,Electronics,True,68.98,717.73,False,8
user_003405,Books,False,133.07,271.6,False,3
user_003406,Home,True,87.56,841.34,False,6
user_003407,Fashion,False,144.74,870.34,False,5
user_003408,Home,True,137.83,654.85,True,6
user_003409,Fashion,False,127.42,592.17,False,9
user_003410,Books,False,22.85,892.17,True,2
user_003411,Electronics,True,65.16,209.04,True,4
user_003412,Beauty,True,143.72,893.38,False,4
user_003413,Fashion,False,59.15,425.41,False,2
user_003414,Beauty,False,58.0,485.47,False,7
user_003415,Home,True,106.77,629.84,True,4
user_003416,Electronics,True,121.84,713.84,False,7
user_003417,Beauty,False,77.84,270.8,False,5
user_003418,Books,True,80.57,316.35,True,1
user_003419,Fashion,False,110.93,369.29,False,8
user_003420,Beauty,False,132.86,853.22,False,6
user_003421,Books,True,31.76,990.95,False,1
user_003422,Electronics,False,65.86,421.6,False,0
user_003423,Home,False,63.81,871.84,False,2
user_003424,Beauty,True,135.72,830.65,True,1
user_003425,Fashion,True,142.82,823.39,False,0
user_003426,Electronics,True,47.41,613.92,False,7
user_003427,Electronics,True,148.84,456.07,False,0
user_003428,Books,True,136.55,514.28,False,1
user_003429,Electronics,False,51.62,672.84,True,4
user_003430,Fashion,True,50.11,795.18,False,9
user_003431,Home,False,115.09,934.43,True,7
user_003432,Books,False,57.33,271.9,True,7
user_003433,Home,True,81.08,172.36,False,5
user_003434,Beauty,True,133.95,609.41,False,2
user_003435,Beauty,True,48.1,872.63,True,1
user_003436,Electronics,False,93.66,414.63,True,6
user_003437,Beauty,False,116.28,796.3,True,10
user_003438,Home,True,95.2,743.86,False,2
user_003439,Beauty,False,86.87,528.62,True,2
user_003440,Beauty,True,20.39,308.8,False,7
user_003441,Fashion,False,35.29,171.5,True,1
user_003442,Fashion,True,96.84,139.9,True,7
user_003443,Home,True,72.49,824.42,False,8
user_003444,Books,True,130.15,466.29,True,4
user_003445,Beauty,False,59.76,497.5,False,1
user_003446,Books,True,54.53,653.84,True,8
user_003447,Home,False,71.61,375.55,True,9
user_003448,Beauty,True,38.6,437.87,True,5
